회차,발언자명,발언자유형,정당,소속기관,직위,소속_직위,발화내용 요약
385회,임호선,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"임호선 의원은 긴급재난지원금의 선거 영향과 공직선거법 해석, 보궐선거 방역 대책 강화, 선관위원장 임명 관례 개선, 공무원 정치 참여 확대, 기초의원 정수 조정, 선거방송토론 횟수 확대 및 제재 강화, 후보자 재산 신고 검증 강화 등 제도 개선과 철저한 관리 필요성을 강조했다. 또한 야당 위원 불참에 유감을 표하며 현장 중심의 실효성 있는 대책 마련을 요청했다."
385회,한병도,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"한병도 위원은 국민의힘의 청문회 불참을 직무유기라 비판하며 후보자의 법관 경력과 공정성을 긍정적으로 평가했다. 재난지원금 선거법 위반 논란에 대해선 국민 고통 경감 차원에서 이해를 촉구했고, 낮은 보궐선거 투표율 개선을 위해 사전투표율 제고와 홍보 강화를 요청했다."
385회,김민철,government,,,위원,위원,"김민철 위원은 아동지킴이 보조사업자 선정 시 취약계층 우선 배려와 추천 그룹 세분화를 요청하며, 대통령의 선거 전 지역 방문이 선거법 위반이 아니라는 선관위 입장을 근거로 정부의 정상적 업무 수행과 선거 중립을 강조했다. 또한, 재난지원금 등 긴급 예산 집행을 선거 영향 우려로 지연하지 말 것을 요구했다."
385회,김영배,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김영배 의원은 국가수사본부의 정상 운영과 LH 의혹 수사에 대한 철저한 대응을 촉구하며, 검경 간 협조 문제와 국민 기대 충족을 강조했다. 또한, 오세훈 전 서울시장 부인의 토지 보상 관련 부동산 투기 의혹과 공직자윤리법 및 행동강령 위반 여부에 대해 인사혁신처장과 행안부장관의 명확한 조사와 조치를 요구했다."
385회,김용판,lawmaker,미래통합당,국회 행정안전위원회,위원,,"김용판 위원은 경찰 수사역량 부족과 정치적 외압에 취약한 문제를 지적하며, 경찰서장은 반드시 수사역량이 검증된 인물로 임명되어야 한다고 강조했다. 경찰서장과 과장 간 권한 문제와 수사 문화 개선 필요성을 언급하며, 경찰청장이 실질적 내부 혁신과 수사 간부 역량 강화에 적극 나설 것을 요청했다."
385회,김창룡,government,,경찰,청장,경찰 청장,"김창룡 경찰청장은 2021년도 아동안전지킴이 사업 증액 추경예산(43억 원)을 통해 사회안전망 강화와 일자리 창출을 추진하며, LH 투기 사건 등 주요 수사에 경찰 역량을 총동원해 철저하고 신속한 수사를 약속했다. 수사구조 개혁과 책임수사체제 도입에 따른 현장 부담을 인력 충원과 장비 지원으로 보완할 계획이며, 국가수사본부의 독립성과 중립성 유지에 최선을 다하겠다고 밝혔다."
385회,김형동,government,,,위원,위원,"김형동 의원은 추경 편성이 선거와 무관하며 경제 회복을 위한 책임 있는 집행을 요청하고, 경북 희망근로 지원사업 예산 부족 문제와 4000억 증액 요구의 필요성을 강조했다. 또한 LH 땅 투기 의혹 관련 특수본 수사 현황과 경찰청장의 수사 의지 및 국수본 지휘 체계에 대해 질의하며 특검 도입에 대한 국민 의문을 전달했다."
385회,박완수,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박완수 의원은 행안위에서 여야 협치가 실종되고 일방적 운영이 문제라 지적하며, 희망근로 지원사업의 예산 중복과 관리 부실을 비판했다. 또한, 선거를 앞둔 정부와 대통령의 행보가 선거법 위반 소지가 있다고 우려하며, 국가수사본부의 독립성과 공정성 훼손 가능성에 대해 경찰청장의 책임 있는 대응을 촉구했다."
385회,박완주,government,,소,위원장,소 위원장,"박완주 위원은 행정안전부와 경찰청 소관 2021년도 제1회 추가경정예산안 심사 결과를 보고하며, 공공일자리 및 아동안전지킴이 사업비 증액을 의결했다. 예산 집행의 효율성 제고와 사업 내실화를 위해 반복참여자 관리, 중복사업 해소, 수요조사 강화, 선발기준 개선 등의 부대의견을 채택했다. 향후 직접일자리사업 본예산 반영과 안정적 운영을 위해 행정안전부의 노력을 요청했다."
385회,박완주,government,,,위원,위원,"박완주 의원은 여야가 협력해 예산과 법안을 심도 있게 논의할 것을 요청하며, 대통령의 시정연설 등 국정 운영을 적법한 통치로 평가했다. 또한 박형준 후보와 관련된 엘시티 특혜 분양 의혹에 대해 경찰의 사실관계 확인과 조사를 촉구했다."
385회,서범수,lawmaker,미래통합당,국회 행정안전위원회,위원,,"서범수 의원은 추경 편성의 부득이한 사유 부재를 지적하며, LH 부동산투기 사건을 중대범죄로 포함해 검찰 수사를 촉구했다. 또한 경찰과 국가수사본부장의 수사지휘 관계 정립과 수사 결과의 왜곡 방지를 강조하며, 경찰이 현장 수사에 집중할 수 있도록 수사 서류 업무 경감을 요청했다. 마지막으로 선거 관련 허위사실 유포에 대한 문제도 제기했다."
385회,서영교,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"서영교 위원은 2021년도 제1회 추가경정예산안과 6건의 공직자윤리법을 신속히 상정·심사하고 소위원회를 거쳐 의결할 것을 안내하며, 부동산 투기 근절과 관련한 국민 우려 해소를 강조하였다. 또한, 대체토론과 현안질의를 효율적으로 진행하고, 관련 자료 정리와 소위원회 심사에 만전을 기할 것을 요청하였다. 마지막으로, 법안 의결 절차와 정부 측 인사 발언을 통해 회의 마무리를 선언하였다."
385회,양기대,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"양기대 위원은 부동산 투기 수사에 국민적 기대가 크다며, 선출직 공직자 포함 수사 현황과 엄정한 처벌을 촉구했다. 업무상 미공개정보 이용 입증의 어려움과 수사 결과 책임 문제를 지적하며, 경찰의 철저한 수사를 당부했다. 또한 행안부에 새마을금고 등 금융기관의 투기 대출 관리·감독 강화와 경찰과의 협조를 요청했다."
385회,오영훈,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"오영훈 위원은 2015년 제주 제2공항 예정지 성산읍에서 외지인 중심의 토지 거래 급증과 부동산투기 의혹을 제기하며, 제주도청의 일부 공무원 조사에 한계가 있음을 지적했다. 이에 특수본 차원의 전면 전수조사와 수사 격상을 요청했다. 장관과 청장도 특수본 수사 필요성에 공감했다."
385회,이명수,government,,,위원,위원,"이명수 의원은 행안위 답변과 후속관리 미흡, 희망근로사업의 반복 문제 및 선거 오해 우려를 지적하며 철저한 관리와 평가를 요청했다. 부동산투기 수사와 아동안전지킴이 사업의 투명하고 지속적인 집행, 공직자윤리 강화 필요성도 강조했다. 인사혁신처의 공직자윤리 인식 개선과 제도 보완을 촉구하며 추경 예산의 실질적 성과 반영을 당부했다."
385회,이영,lawmaker,미래한국당,국회 행정안전위원회,위원,,"이영 의원은 대통령의 가덕도 신공항 발언이 선거 중립 위반이라 비판하고, 아동안전지킴이 사업과 교육부 예산 간 엇박자 문제를 지적했다. 또한 신설된 국가수사본부장의 임명과 역할 분담에 의문을 제기하며, LH 투기 의혹 수사 지휘 문제를 우려했다. 마지막으로 LH 사건 관련 신속하면서도 충실한 입법 필요성을 강조했다."
385회,이은주,lawmaker,정의당,국회 행정안전위원회,위원,,"이은주 의원은 LH 투기 사태 관련 공직자윤리법 개정안 병합 심의와 지방자치단체 공무원 및 지방공기업 재산등록 의무 확대를 요청하며, 행안부 공공일자리 사업의 비효율적 집행과 허술한 대응을 지적했다. 또한 경찰청 인권위원회의 권고를 무시한 정보수집 업무 범위 확대에 대해 문제를 제기하며 명확한 업무 이관 계획 수립을 촉구했다. 부동산 투기 근절과 공공정책 신뢰 회복을 위한 철저한 수사와 제도 개선도 강조했다."
385회,이해식,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이해식 의원은 경찰 특검 합의를 긍정하며 경찰 수사력 강화와 신뢰 회복을 요청했고, 주택 공시가격 현실화에 따른 재산세 인상에 대해 다수 주택 소유자가 감면 혜택을 받는 점을 강조하며 감면율 인상과 자치단체 세수 감소 문제 해결을 위한 지방재정 조정 필요성을 제기했다."
385회,이형석,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이형석 위원은 LH 및 부산 엘시티 특혜분양 의혹 등 공직자 부동산 비리에 대한 철저한 수사 의지를 경찰청에 요청하고, 아동지킴이사업의 선발기준과 실적 분류의 문제점을 지적하며 구체적 자료 제출을 요구했다. 또한, 섬 지역 고령자 백신접종의 어려움을 언급하며 행안부의 지원 대책 마련을 촉구하고, LH 사태와 관련해 현직뿐 아니라 퇴직자까지 포함한 전수조사와 자금 추적 수사의 확대를 주문했다."
385회,장지원,government,,전문,위원,전문 위원,"경찰청 아동안전지킴이 사업 추경안은 인력 확대와 예산 증액을 통해 아동안전망 강화가 기대되나, 근무 기간 변동과 코로나19로 인한 예산 불용 가능성에 대한 추가 검토가 필요하다. 또한, 범죄 통계 기반 탄력적 배치로 사업 실적 제고 방안 마련이 요구된다."
385회,전해철,lawmaker,더불어민주당,국회 행정안전위원회,장관,,"전해철 장관은 코로나19 장기화에 따른 민생경제 어려움 해소를 위해 행안부 추경안(57조 6581억 원)을 신속 집행할 것을 요청하며, 일자리 지원과 백신접종 등 현장 점검과 실집행률 제고에 노력하겠다고 밝혔다. LH 사건 등 중대범죄 수사권 조정과 정보경찰 역할 제한 등 현안에 대해 엄정 수사와 제도 개선 의지를 표명했다. 또한 지방자치법 개정과 관련해 국회 협조에 감사하며, 국민 체감 효과를 위해 지방자치단체와 긴밀히 협력할 것을 약속했다."
385회,정성희,government,,수석전문,위원,수석전문 위원,"정성희 수석전문위원은 행안부 희망근로 지원사업 추경안의 예산 집행 실적과 중복사업 문제, 제도 보완 필요성을 지적했다. 또한 공직자윤리법 개정안에 대해 부동산 관련 재산등록 범위 확대와 재산공개 확대의 적정성, 사생활 침해 우려, 취업심사 대상 확대의 비례성 문제를 검토할 필요가 있다고 밝혔다."
385회,최춘식,lawmaker,미래통합당,국회 행정안전위원회,위원,,"최춘식 위원은 아동지킴이사업의 낮은 집행률에도 43억 증액 요청의 시급성에 의문을 제기하고, 선발 기준에서 경찰 등 경력자에게 과도한 가산점 부여가 형평성 문제를 낳는다고 지적했다. 또한, 2020년에는 퇴직교사·경찰 등 노인전문인력을 우선 선발했으나 2021년부터 기준이 모호해진 점에 대해 명확한 설명을 요구했다."
385회,한병도,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"한병도 위원은 LH 사태 수사의 주체 논쟁보다 경찰의 초기 수사 의지와 철저한 진행을 강조하며, 공직자의 부동산 투기 근절을 위한 강력한 의지를 촉구했다. 현재 경찰이 주도하는 수사본부가 전국적으로 구성돼 있으며, 모든 노력을 다해 성과를 내야 한다고 밝혔다. 또한, 수사가 진행 중인 상황에서 무분별한 수사 주체 비판은 부적절하다고 지적했다."
385회,한병도,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"한병도 위원은 지방자치법 일부개정법률안에서 통에 대한 법적 근거 조항을 삭제하고, 공직자윤리법 일부개정법률안은 통합·조정한 대안을 본회의에 부의하지 않기로 했다고 보고했다. 대안에는 부동산 관련 공직유관단체 직원의 재산등록 의무 확대와 부동산 취득 제한 조항이 포함되며, 관련 부대의견도 추가되었다. 자세한 내용은 배부된 유인물을 참고해 달라고 요청했다."
385회,황서종,unknown,,,인사혁신처장,인사혁신처장,"황서종은 지방자치단체 공사에도 공직자 재산등록 의무 부여에 공감하며, 정부도 같은 입장임을 밝혔다. 외교부 징계 절차와 공무원 행동강령 관련 구체적 사실 파악 후 답변하겠다고 했고, 공직자윤리법 개정안 신속 심의에 감사하며 후속 조치에 만전을 기할 것을 약속했다."
385회,김민철,government,,,위원,위원,"김민철 의원은 공직자 재산등록 대상을 직급과 부서 구분 없이 확대하고, 이동 시에도 등록 의무를 유지하는 체계 마련을 요청하며, 국민 신뢰 제고를 위해 투명성을 강화할 것을 강조했다. 또한, 시행령 협의 과정에서 제외되는 인원 문제와 신속한 대상 선정 필요성을 지적하고, 연차별 전면 등록 계획 수립을 촉구했다. 마지막으로, 법안 조항에 대한 명확한 정리와 부대의견 활용을 제안했다."
385회,김우호,unknown,,,인사혁신처차장,인사혁신처차장,"김우호 차장은 부동산투기 방지를 위해 LH 전 직원과 부동산 관련 지방공사 직원들을 재산등록 의무자로 포함하는 방안을 추진 중이며, 구체적 범위와 직급은 대통령령으로 정할 예정이라고 설명했다. 법안 통과 후 시행령 제정 과정에서 관련 기관과 협의해 대상자를 확정하고, 부동산 관련 업무 부서 중심으로 맞춤형 적용을 검토 중임을 밝혔다. 또한 재산등록 확대에 따른 부작용과 국민 눈높이를 고려해 신중한 제도 개선과 충분한 준비 기간이 필요하다고 강조했다."
385회,김형동,government,,,위원,위원,"김형동 의원은 LH·SH 등 공공기관 임직원 전원의 재산등록 의무 부과에 대해 구체적 범위와 실효성, 형평성 문제를 지적하며 신중한 입법과 대통령령 위임의 명확한 기준 설정을 요청했다. 또한, 법 제정이 책임 회피 수단이 되어서는 안 되며, 부동산뿐 아니라 모든 재산에 대한 등록과 처벌 조항 신중 검토를 강조했다. 공공기관 직원과 공무원 간 처우 차이와 사기 저하 우려도 함께 제기했다."
385회,이명수,government,,,위원,위원,"이명수 의원은 공직자 윤리 담당 부서가 LH 투기 문제 등 부동산 관련 공직자 범위와 재산 등록 대상을 명확히 정하지 못하고 혼란스러운 점을 지적하며, 정부가 부동산 관련 기관과 직급 범위를 명확히 구분해 입법 방향을 제시할 것을 요청했다. 또한, 부동산 업무 관련자에 대한 재산 등록과 공개 기준을 균형 있게 조정하고, LH 등 특정 기관은 전 직원 대상으로 규제하는 부대의견을 포함할 것을 제안했다."
385회,이영,lawmaker,미래한국당,국회 행정안전위원회,위원,,"이영 의원은 LH 사건 후 법안이 지나치게 급히 처리되는 것에 우려를 표하며, 수사와 조사를 선행하고 인사혁신처가 전반적 위험요소를 분석한 후 신중히 법안을 마련할 것을 요청했다. 또한 특정 사건에만 엄격한 법 적용은 형평성 문제를 야기하므로 공평한 기준 마련이 필요하다고 강조했다."
385회,이정민,government,,인사혁신처윤리복무,국장,인사혁신처윤리복무 국장,"이정민 윤리복무국장은 재산등록 대상 확대 시 ‘대통령령으로 정하는’ 단서가 필요하며, 주택토지공사 등 특정 기관을 별도 명시해 공직 투기 방지 의지를 강화하는 입법 실익을 강조했다. 재산 형성 과정 신고는 1급 이상 공개자에 한정되나 개정 시 부동산 관련자도 포함되며, 신고 기한은 변동 발생 후 2개월 이내로 규정됨을 설명했다. 시행령 작업은 신속 진행 중이며, 관련 제도는 9월 말 시행 예정임을 밝혔다."
385회,이해식,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이해식 의원은 LH 직원 전원의 재산등록을 명확히 법에 규정해 국민 신뢰를 확보할 것을 요구하며, 지방공사 직원 범위는 대통령령에 위임하되 지역별 부동산 상황을 고려해 차등 적용할 필요가 있다고 주장했다. 또한 재산등록은 제재가 아닌 투명성 확보 차원임을 강조했다."
385회,이형석,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이형석 의원은 LH와 지방공기업 부동산 관련 직원 모두를 포함하는 법 개정 필요성을 강조하며, 공직유관단체 직원 범위 중복 문제와 법적 실익에 대해 질의했다. 또한 직무상 비밀 이용 부당이득 처벌 강화에 공감하나, 부패방지법과 형량 조절 필요성을 제기했다. 아울러 제3자 이익 제공에 대한 처벌 포함 검토와 LH 직원 전체 포함 방안을 요청했다."
385회,정성희,government,,수석전문,위원,수석전문 위원,"정성희는 부동산 관련 공공기관 직원의 재산등록 의무 확대와 직급 범위 설정, 부동산 재산 형성 과정 기재 의무화, 직무상 비밀 이용 부당이득 처벌 조항 신설에 대해 검토 의견을 제시하며, 법률과 시행령 조화 및 과도한 규제 우려, 처벌 중복 가능성 등을 지적하였다. LH 전 직원 재산등록 의무 명확화와 SH 등 지방공기업 직원 대상 범위는 시행령 위임을 제안했다. 부칙 시행일과 적용례는 논의 후 결정 필요함을 강조했다."
385회,한병도,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"한병도 위원은 공직자윤리법 개정안 심사에서 지방공기업 전 직원 대상 범위 명확화와 엄격한 공직자 윤리 기준 필요성을 강조하며, 국민의 목소리를 반영해 부족한 부분은 추후 추가 입법하자고 요청했다. 법안 심사 과정에서 대통령령으로 정하는 공직유관단체 전 직원 포함 여부가 쟁점이었고, 다수 위원이 ‘전 직원’ 명확화를 지지했다. 최종적으로 8건 법안을 위원회안으로 가결하며 심사를 마쳤다."
386회,강보영,unknown,,,재경대구경북시도민회장,재경대구경북시도민회장,"강보영 발언은 지방소멸이 국가 공멸로 이어질 심각한 위기임을 강조하며, 출생률 감소와 인구 유출 문제를 지적했다. 기존 지역균형개발 정책과 법안의 실효성 부족을 비판하며, 실질적 변화를 가져올 수 있는 법 제정을 요청했다."
386회,권영세,lawmaker,미래통합당,국회 행정안전위원회,위원,,"권영세 의원은 '거의 합의'라는 표현이 부적절하다고 지적하며, 실제로는 합의가 제대로 이루어지지 않았다고 문제를 제기했다."
386회,김남철,unknown,,,진술인,진술인,"김남철 위원은 지방자치법 전부개정으로 중앙지방협력회의 설치가 법제화되었으며, 중앙과 지방 간 협력과 소통 강화를 위해 법률에 근거한 협의체 구성이 필요하다고 강조했다. 연방참사원 사례를 들어 헌법 개정 없이도 실질적 협력체계 마련이 가능하며, 지방자치단체의 국정 참여권 보장과 명확한 용어 사용의 중요성을 설명했다. 다만, 협력회의의 실효성은 행정부 내 한계가 있어 국회 권고 등 보완책이 필요하다고 지적했다."
386회,김민철,government,,,위원,위원,"김민철 위원은 인구소멸과 지방소멸 대책이 근본적 해결책인지 의문을 제기하며, 저출산 대책과 신혼부부 주택 지원 등 종합적 접근 필요성을 강조했다. 수도권 내 불균형과 행정구역 개편 문제도 함께 고려해야 하며, 국가 차원의 산업구조 개편과 지방발전 지원법 강화가 필요하다고 요청했다."
386회,김용판,lawmaker,미래통합당,국회 행정안전위원회,위원,,"김용판 위원은 인구 감소 문제 해결을 위해 경북과 대구시 통합과 같은 자치단체 간 통합의 효과에 대해 연구위원들의 의견을 요청했다. 또한 중앙과 지방 협력 강화에 있어 최고 책임자의 철학과 허심탄회한 소통 문화가 중요하다고 강조하며, 이에 대한 고견을 구했다."
386회,김형동,government,,,위원,위원,"김형동 의원은 지방소멸위기 지역 지원 특별법안에 대해 다양한 의견 수렴 중이며, 고향 어르신들이 걱정 없이 생활할 수 있는 제도 마련에 최선을 다하겠다고 밝혔다. 또한, 지방 분권과 지역 대표성을 강화하는 헌법 개정 필요성을 언급하며 교수들에게 관련 의견을 요청했다."
386회,박완주,government,,,위원,위원,"박완주 위원은 국가자치분권회의법과 중앙지방협력회의의 명칭과 기능 차이, 지방자치법 개정의 중요성을 강조하며 중앙과 지방 간 우열 관계 우려를 제기했다. 또한 지방소멸위기지역 지원 특별법과 타 부처 법률 간 중복 문제 및 협의 과정의 이견 정리를 정부에 요청했다. 마지막으로 오후 논의와 법안소위 자료 제출을 당부했다."
386회,박재호,lawmaker,더불어민주당,국회 행정안전위원회,위원,,박재호 위원은 회의 마무리가 아쉽고 부족했던 점을 인정하며 앞으로 개선하겠다고 다짐했다. 여야가 국민을 위해 협력할 것을 강조하고 적극적으로 의논에 참여하겠다고 밝혔다. 끝으로 도움과 협조를 요청하며 감사의 뜻을 전했다.
386회,박진경,unknown,,,진술인,진술인,"박진경 의원은 지방소멸위기의 핵심 원인으로 청년 인구 유출과 수도권 집중을 지적하며, 기존 저출산 및 균특법 등 법률의 한계를 비판했다. 지역 특성에 맞는 일자리 중심의 맞춤형 정책과 지방자치단체의 특례 강화, 지방대학 활성화 등 특단의 대책 마련을 촉구했다. 이에 따라 5개 법률안 제정을 통해 지방 균형발전과 주민 삶의 질 제고가 필요하다고 강조했다."
386회,서승우,unknown,,,행정안전부지방행정정책관,행정안전부지방행정정책관,"서승우는 명칭 논의 과정에서 중앙과 지방 간 협력과 소통을 강조하며, 지방자치단체 의견을 반영해 '중앙지방회의' 명칭을 제안받았다고 설명했다. 국가자치분권회의 대신 지방 포함 명칭이 필요하다는 의견이 있었고, 시·도지사협의회가 공식 문서로 이를 요청했다."
386회,서영교,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"서영교 위원장은 386회 행정안전위원회에서 간사 및 법안심사제1소위원장 선임과 인구 및 지방소멸위기 지역 지원, 중앙지방협력회의 관련 입법공청회를 진행하며, 지방 소멸 문제 해결을 위한 법안 심사에 중요한 의견들을 수렴했다. 지방대학 활성화와 기업 유치 등 실질적 지원 방안 필요성을 강조하고, 소멸위기 지역 명칭 사용에 신중을 요청했다. 회의는 진술인과 위원들의 활발한 질의응답 후 마무리되었다."
386회,오영환,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"오영환 위원은 인구감소와 지방소멸 위기의 심각성을 공감하며, 기존 법률로는 한계가 있어 새로운 특별법의 실효성에 대해 의문을 제기했다. 특히 청년들이 지방에 가지 않는 주된 이유가 일자리 부족임을 강조하며, 단순 지원금으로 일자리 창출이 가능한지 구체적 방안을 요청했다. 법안 취지에는 공감하며, 목적 달성을 위해 적극 협력하겠다고 밝혔다."
386회,이국운,unknown,,,진술인,진술인,"이국운 교수는 서울시장만 국무회의에 참석하는 현 제도의 한계를 지적하며, 중앙과 지방 간 소통을 강화할 국가자치분권회의 신설을 촉구했다. 명칭과 구성, 의결정족수 등 세부 사항에 대한 신중한 검토와 지방의회 참여 확대, 실질적 운영 강화를 요청했다. 또한, 자치분권 법률 제정이 헌법 개정으로 이어질 수 있음을 강조하며 균형발전을 위한 제도적 개선을 제안했다."
386회,이명수,government,,,위원,위원,"이명수 의원은 인구 및 지방소멸 문제 해결을 위해 행정구역 개편과 혁신적 특별법 제정을 촉구하며, 단순 재정지원으로는 한계가 있다고 지적했다. 또한 중앙지방협력회의 명칭과 구성 개선, 복지부장관 및 교육감 참여 필요성을 강조하며 실효성 있는 법적 심의 기능 도입을 요청했다. 마지막으로 정치적 협력 강화가 중요하다고 덧붙였다."
386회,이범석,unknown,,,행정안전부지역발전정책관,행정안전부지역발전정책관,이범석 지역발전정책관은 국가균형특별법과의 중복 문제로 관계 부처 간 이견이 많아 TF를 운영하며 협의 중이라고 설명했다. 다양한 대안을 모색하며 특례 발굴에 노력하고 있음을 밝혔다. 발언은 시간 초과로 중단되었으나 협의 지속 의지를 표명했다.
386회,이은주,lawmaker,정의당,국회 행정안전위원회,위원,,"이은주 위원은 지방소멸 위기의 원인이 수도권 집중에 따른 불균형 발전임을 지적하며, 지역 특성에 맞는 정책과 인접 자치단체 간 협력의 필요성을 강조했다. 또한 중앙지방협력회의와 국가자치분권회의의 실효성 문제를 제기하며, 법적 기구의 강제성 부재와 집행력 강화 방안 및 우선 안건에 대한 의견을 요청했다. 해외 사례와 국내 시도의 참고도 함께 요청했다."
386회,이해식,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이해식 위원은 지방소멸 문제 해결을 위한 재정·행정 특례의 실효성과 메가시티 및 콤팩트시티 전략의 유효성을 묻고, 일본 사례를 참고한 대안 필요성을 강조했다. 또한 중앙지방협력회의가 민원 중심이 아닌 국가자치분권회의로서 법률적·거시적 문제를 다루도록 제도적 보장 방안을 요청했다."
386회,이형석,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이형석 위원은 지방소멸 위기 법률안에 대해 용어와 접근법 개선을 제안하며, 지방대학 활성화 방안으로 중앙 대학의 지방 이전을 강조했다. 또한 지방의회 권력 독립을 위해 국회 차원의 별도 협의체 구성을 요청했다."
386회,임호선,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"임호선 위원은 다문화가족 지원과 지자체별 출산장려금 정책의 한계를 지적하며 종합적 대책 필요성을 강조했다. 또한, 증평·진천·음성 혁신도시 사례를 들어 젊은 인구 유입과 정주여건 개선을 위한 혁신도시 모델의 중요성을 요청했다."
386회,차미숙,unknown,,,진술인,진술인,"차미숙은 지방소멸 문제를 인구감소뿐 아니라 중앙정부 정책과 지역 특성에 맞는 종합적 접근 필요성을 강조하며, 정주인구 확보보다는 삶의 질과 균형발전을 법 목적에 두길 제안했다. 또한, 유연거주 확대, 지방대학 지원, 지역 매력도 향상, 실행 시스템 개선 등 실질적 지원책과 네트워크 전략 도입을 요청했다. 행정구역 개편은 신중히 접근하되, 공간 권역 활용 등 다양한 방식을 병행해야 한다고 밝혔다."
386회,최춘식,lawmaker,미래통합당,국회 행정안전위원회,위원,,최춘식 위원은 인구감소와 지방소멸 문제에 대해 다문화정책 연계 및 청년 유출 방지 위한 구체적 일자리 대책 필요성을 지적했다. 또한 귀농·귀촌 정책을 노후생활과 소득 창출 목적별로 구분해 차별화된 대책 마련을 요청했다. 마지막으로 의결정족수 관련 세부 설명과 심도 있는 연구를 제안했다.
386회,한병도,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"한병도는 원내수석부대표로 선임되어 간사 역할을 내려놓으며, 박완수 간사에게 감사 인사를 전했다. 자신이 부족했음을 자인하며 여야 위원들의 협조에 감사를 표했다. 행안위 위원직은 계속 유지하겠다고 밝혔다."
386회,김형동,government,,,위원,위원,"김형동 의원은 재난안전산업법안에 태양광 발전 등 재난 예방을 포함한 선제적 관리가 필요하다고 강조하며, 법안이 사후 복구에만 치중하지 않도록 요청했다. 또한, QR코드 개인정보 관리 현황과 개인정보보호위원회 소관 상임위에 대한 장관의 적극적 의견을 물으며 국민 신뢰 확보를 당부했다."
386회,박완수,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박완수 의원은 재난안전산업 진흥 업무를 행정안전부가 맡는 것은 부적절하며, 산업 진흥은 전문 부처인 산업통상자원부가 담당해야 한다고 지적했다. 또한 재난안전산업진흥원 설립과 안전협회 지원에 대해 기획재정부의 부정적 입장을 언급하며 명확한 답변을 요청했다. 아울러 정부조직법 개정안 절차와 명분에 문제를 제기하며 차관 신설에 반대 입장을 분명히 했다."
386회,박완수,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"박완수 위원은 화재조사법안 등 7건의 법률안 심사결과를 보고하며, 화재조사 전문성 강화와 재난안전통신망 구축, 자연재해대책법 개정안의 일부 미비점 보완을 설명했다. 풍수해보험법 개정안은 통합 조정 대안을 제안하고 본회의 부의하지 않기로 결정했다. 심사보고대로 의결을 요청하였다."
386회,박완주,government,,,위원,위원,"박완주는 정부조직법 개정안이 에너지와 기후변화 대응 강화를 위해 필요하며, 여야 모두 이에 동의했다고 설명했다. 1차관 체제에서 2차관 체제로의 전환은 산업에 미치는 영향이 커서 신중히 추진된 사안임을 강조했다. 야당의 시기 비판에 대해선 오랜 고민 끝에 마련된 법안임을 밝히며 충실한 대응을 촉구했다."
386회,박재호,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박재호 의원은 재난안전산업 진흥법 제정을 통해 민간 협력과 중소기업 지원으로 산업 육성과 국민 안전 증진을 동시에 이루어야 한다고 강조했다. 국내 기술력에도 불구하고 정부와 공공기관의 보수적 태도와 적극행정 부족이 산업 발전을 저해한다고 지적하며, 시범사업 확대와 적극행정 추진을 요청했다. 또한, 관련 부처 간 협의와 장관의 역할 강화, 국민 설득 노력이 필요하다고 밝혔다."
386회,박재호,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"박재호 위원은 전자정부법과 지방세특례제한법 일부개정안 5건을 심사해 각각 통합·조정한 대안을 제안하고 본회의 부의하지 않기로 했으며, 에너지 정책 전담 차관 신설 정부조직법 개정안은 원안 의결했다고 보고했다. 대안에는 정보주체 권리 강화와 감염병 관련 지방세 감면 예외 신설이 포함됐다."
386회,방기성,unknown,,,진술인,진술인,"방기성 교수는 재난안전산업의 공공성 및 정부 주도 필요성을 강조하며, 법적 근거 마련과 범정부 차원의 중장기 전략 수립, 전문 지원 체계 구축을 요청했다. 또한 산업 초기에는 공공부문 개입이 필수적이며, 민간과 공무원 간 협력과 융복합 기술 발전을 통한 시너지 창출이 중요하다고 설명했다. 마지막으로 재난안전산업 진흥법의 조속한 통과와 위원들의 적극적 지원을 당부했다."
