회차,발언자유형,의원명,정당,소속기관,직위,발화내용 요약
418회,lawmaker,신정훈,더불어민주당,국회 행정안전위원회,위원장,"신정훈 위원은 민주노총 집회에서 경찰의 과잉진압과 공권력 남용을 강하게 비판하며 경찰청장의 사과와 재발 방지를 요구했다. 또한, 지방교부세 감액으로 인한 지방재정 악화와 빈익빈 부익부 현상을 지적하며, 지역화폐 제도 개선 등 지방소멸 대책 마련을 촉구했다. 끝으로, 예산안 심사와 원활한 회의 진행을 당부했다."
418회,government,연원정,,인사혁신,처장,"연원정은 공무원 보수 동결과 정무직 보수 반납 등 고통 분담을 강조하며, 국정철학 교육과정에 적극행정, 규제개혁, 디지털정부 교육이 포함되어 예산이 필요하다고 설명했다. 또한 강사 선정 과정의 제도 개선을 약속하며 문제 재발 방지를 위해 노력하겠다고 밝혔다."
418회,lawmaker,위성곤,더불어민주당,국회 행정안전위원회,소위원장,"위성곤 위원은 2025년도 행정안전부 등 소관 예산안 심사 결과를 보고하며, 총 2조 5306억 원 증액과 일부 감액을 포함해 주요 사업별 예산 조정 및 부대의견 60여 건을 첨부해 수정 의결했다고 밝혔다. 특히 지역사랑상품권 지원, 이태원참사 특별조사 예산 신설, 경찰청과 소방청 예산 증액이 두드러졌다. 지방재정 안정과 제도 개선을 위한 노력도 강조하였다."
418회,lawmaker,위성곤,더불어민주당,국회 행정안전위원회,위원,"위성곤 위원은 경찰의 국민 충성 의무와 집회 시 평화 유지 지침 준수를 촉구하며, 제주 부검의 부족 문제와 국과수 인력·처우 개선, 제주 국과수 연구소 설립 필요성을 제기했다. 또한 국립트라우마센터 운영비 전액 국비 지원과 지방자치단체 역할 분담을 요청했다."
418회,lawmaker,윤건영,더불어민주당,국회 행정안전위원회,위원,"윤건영 의원은 소방공무원 수당 동결 문제를 지적하며, 경찰의 집회 대응에서 민주당 집회와 보수단체 집회에 대한 공권력 행사 차별과 불공정성을 문제 삼았다. 특히 촛불행동에 대한 압수수색은 기부금품법 적용의 일관성 결여를 보여준다고 비판했다. 공권력의 공정하고 균형 잡힌 집행을 촉구했다."
418회,lawmaker,이광희,더불어민주당,국회 행정안전위원회,위원,"이광희 위원은 경찰의 과잉 진압과 부상자 발생에 대해 사과와 재발 방지를 촉구하며, 이를 거부할 경우 예산 심의를 중단할 것을 요구했다. 또한 지역경제 활성화를 위한 지역사랑상품권 예산 증액(1조 원)을 건의하며, 정부의 재정 위기 대응과 고위공직자의 고통 분담 의지를 질타했다."
418회,lawmaker,이달희,국민의힘,국회 행정안전위원회,위원,"이달희는 마을기업 지원 예산 증액(38억 5000만 원)과 경주 APEC 준비를 위한 특교세 지원을 요청했으며, 경찰청 대공수사 현장지휘차량 예산 확대(12대 필요)를 요구했다. 10·29특별조사위원회 예산 중 고위직 인건비 과다와 진상규명 예산 부족(10% 미만)을 지적하며, 진상규명 및 안전사회 사업비 비중 확대와 고위직 인건비 삭감을 촉구했다. 각 기관장들의 적극적 협조와 국회의 예산 확보 노력을 당부했다."
418회,government,이상민,,행정안전부,장관,"이상민 위원은 마을기업과 APEC 행사 지원, 지역사랑상품권 국비 지원 문제에 대해 신중한 검토와 협조를 요청하며, 재난 안전과 빈집 문제 해결을 위한 부처 간 협업과 예산 확보 노력을 강조했다. 또한 경찰국 설치는 법적 근거가 명확하며 위법성이 없음을 단언했다."
418회,lawmaker,이상식,더불어민주당,국회 행정안전위원회,위원,"이상식 의원은 대공수사권 이관 후 국정원의 장비·정보 이전 미흡 문제와 경찰국장급의 역할 강화를 요청했으며, 기동순찰대 중심의 치안 정책이 지역 균형발전과 현장 경찰 인력 부족 문제를 악화시킨다고 지적했다. 또한 수사경찰 처우 개선과 기동순찰대 예산 재검토를 요구했고, 소방청 위치확인 시스템의 현장 체감 문제 점검과 예산 지원도 제안했다."
418회,lawmaker,이성권,국민의힘,국회 행정안전위원회,위원,"이성권 의원은 우키시마호 사건 명부 추가 확보 및 분석 예산 지원을 질의하고, 산사태 취약지구 미지정으로 인한 예방책 부재와 급경사지 붕괴 사고 증가 문제를 지적했다. 특히 부산 등 광역시 산사태 대비 강화와 재난안전산업 진흥시설에 산사태 대응 사업 포함을 요청했다."
418회,lawmaker,정동만,국민의힘,국회 행정안전위원회,위원,정동만 위원은 전국 빈집 증가와 행안부 빈집 정비 예산의 부족 및 철거비용 현실화 필요성을 지적하며 사업 확대를 요청했다. 또한 경찰 개인 바디캠 미등록 문제와 관리 방안 마련을 촉구했다. 문다혜 씨의 수사 불응과 관련 의혹에 대해 철저한 경찰 수사를 요구했다.
418회,lawmaker,조승환,국민의힘,국회 행정안전위원회,위원,"조승환은 공공 AI 인프라 체계적 구축과 예산 증액 필요성을 강조하고, 선거관리위원회 인력 및 예산 집행의 효율성과 정치적 중립성 확보를 요청했다. 또한 경찰국 보조기구 권한 보장과 빈집은행 지원, 지역사랑상품권의 발행비용과 효과성에 대한 명확한 인식과 정책 우선순위 조정을 요구했다. 특히 지역화폐는 소규모·저소득 지자체 중심으로 운영돼야 하며, 지역 소멸 문제에 대한 중앙부처의 인식 전환을 촉구했다."
418회,lawmaker,조은희,국민의힘,국회 행정안전위원회,위원,"조은희 위원은 경찰청에 민노총 불법집회 차선 점거, 민주당 집회 차선 변경, 촛불단체 불법모금 수사 방치 이유 등 자료 요청을 강조했다. 또한 경찰 특수활동비와 처우 개선 필요성을 설명하며, 예산 삭감 반대 입장을 표명했다. 대통령 비방 게시글과 이대 성상납 사건 불송치에 대한 경찰 대응도 질의했다."
418회,government,조지호,,경찰,청장,"조지호는 10월 5일 집회 관련 부상자 발생에 대해 치안 책임자로서 유감을 표하며, 경찰권 행사는 절제와 최소한도로 이뤄져야 한다고 강조했다. 특수활동비는 투명하게 증빙되고 있으며 범죄 대응에 필수적이라 설명하고, 집회 신고 장소 준수와 경찰의 평화적 집회 보장 원칙을 재확인했다. 또한, 현장 지휘차량과 AI CCTV 도입 등 치안 효율성 강화 계획을 언급했다."
418회,lawmaker,한기호,국민의힘,국회 행정안전위원회,의원,"한기호 의원은 강원특별자치도 설치 및 미래산업글로벌도시 조성 특별법 일부개정안을 대표발의하며, 제주특별자치도 사례를 참고해 현행법 미흡점을 보완하고자 함을 설명했다. 여야 105명이 공동발의한 이번 3차 개정안이 도민 체감 실질적 변화를 위해 통과되길 요청했다."
418회,government,허석곤,,소방,청장,"허석곤은 소방관서 급식환경 조사 및 가이드라인 마련에 공감하며, 현재 가이드라인이 준비 중임을 설명했다. 전문가 의견 반영과 용역비 예산 지원 요청도 함께 제기했다."
418회,lawmaker,김성회,더불어민주당,국회 행정안전위원회,위원,"김성회 의원은 진화위 CCTV 열람 사건이 업무와 무관한 사찰 행위라며 허위공문서 작성 및 수사 의뢰 필요성을 제기했고, 특경비를 월급 대체 수당으로 운영하는 문제와 경찰 임금 체계 개선을 요구했다. 또한, 경찰의 시위 후미 차단 사실을 인정하고, 인사혁신처와 경찰의 징계 자료 제출 거부 관행을 폐지하고 투명한 절차 마련을 촉구했다."
418회,government,김용빈,,중앙선거관리위원회,사무총장,"김용빈은 공직선거법상 공무원의 경선·공천 관여 금지 원칙과 대통령 당선인의 법적 지위 공백 문제를 설명하며, 이명박 사건은 사전수뢰죄 적용 사례임을 강조했다. 또한, 참석수당과 공명선거추진활동비의 성격 차이와 중복 지급 가능성을 명확히 하고, 여론조사 품질기준 강화 필요성 및 예산 긴축 상황을 언급했다."
418회,lawmaker,신정훈,더불어민주당,국회 행정안전위원회,위원장,"신정훈 위원은 민주노총 집회에서 경찰의 과잉진압과 공권력 남용을 강하게 비판하며 경찰청장의 사과와 재발 방지를 요구했다. 또한, 지방교부세 감액으로 인한 지방재정 악화와 빈익빈 부익부 현상을 지적하며, 지역화폐 제도 개선 등 지방소멸 대책 마련을 촉구했다. 끝으로, 예산안 심사와 원활한 회의 진행을 당부했다."
418회,lawmaker,양부남,더불어민주당,국회 행정안전위원회,위원,"양부남 의원은 경찰의 11월 9일 민노총 집회 과도한 신체보호복 착용과 구속영장 기각 사례를 문제 삼으며, 정치적 편향 대응과 불법 체포 의혹을 지적했다. 또한 국립트라우마센터 예산 증액과 이북5도민 사업비 집행의 효율성 개선을 요청했다."
418회,government,연원정,,인사혁신,처장,"연원정은 공무원 보수 동결과 정무직 보수 반납 등 고통 분담을 강조하며, 국정철학 교육과정에 적극행정, 규제개혁, 디지털정부 교육이 포함되어 예산이 필요하다고 설명했다. 또한 강사 선정 과정의 제도 개선을 약속하며 문제 재발 방지를 위해 노력하겠다고 밝혔다."
418회,lawmaker,용혜인,기본소득당,국회 행정안전위원회,위원,"용혜인은 이태원참사 특조위 예산 증액과 시행령안 신속 처리, 지역사랑상품권 지원 예산 전액 삭감에 대해 문제 제기하며 정부의 예산 편성 및 지침 개정의 모순을 지적했다. 특조위 업무 원활 지원과 지역경제 활성화를 위한 예산 증액 필요성을 강조했다."
418회,government,유상조,,수석전문,위원,"유상조 수석전문위원은 지방세법 및 지방세특례제한법 개정안의 주요 내용과 문제점을 설명하며, 주민세 사업소분 신고율 제고 필요성과 지방교육세 일몰기한 연장에 대한 찬반 입장을 제시했다. 또한, 감면 일몰 연장 및 축소, 직장어린이집 범위 확대, 공공주택사업자 재산세 감면 등이 포함된 특례 조정의 필요성을 강조했다. 관련 법률안과 병합 심사 및 기간 적정성 논의도 요청했다."
418회,lawmaker,윤건영,더불어민주당,국회 행정안전위원회,소위원장,"윤건영 위원은 전자정부법, 인구감소지역 지원법, 지방공기업법, 새마을금고법 등 30건 법률안 심사 결과를 보고하며, 다수 법안은 통합 조정 대안을 마련해 본회의 부의하지 않기로 했다고 설명했다. 주요 내용은 전자정부 장애관리 체계 구축, 인구감소 선제 대응, 지방공기업 임직원 범죄경력 조회 근거 신설, 새마을금고 권한 조정 및 외부전문가 확대 등이다. 또한 공무원 인사관리 우대, 재해보상 기준 개선, 여수·순천 10·19사건 진상규명 기간 연장 및 정치적 중립성 강화 방안도 포함됐다."
418회,lawmaker,윤건영,더불어민주당,국회 행정안전위원회,위원,"윤건영 의원은 소방공무원 수당 동결 문제를 지적하며, 경찰의 집회 대응에서 민주당 집회와 보수단체 집회에 대한 공권력 행사 차별과 불공정성을 문제 삼았다. 특히 촛불행동에 대한 압수수색은 기부금품법 적용의 일관성 결여를 보여준다고 비판했다. 공권력의 공정하고 균형 잡힌 집행을 촉구했다."
418회,lawmaker,이광희,더불어민주당,국회 행정안전위원회,위원,"이광희 위원은 경찰의 과잉 진압과 부상자 발생에 대해 사과와 재발 방지를 촉구하며, 이를 거부할 경우 예산 심의를 중단할 것을 요구했다. 또한 지역경제 활성화를 위한 지역사랑상품권 예산 증액(1조 원)을 건의하며, 정부의 재정 위기 대응과 고위공직자의 고통 분담 의지를 질타했다."
418회,lawmaker,이달희,국민의힘,국회 행정안전위원회,위원,"이달희는 마을기업 지원 예산 증액(38억 5000만 원)과 경주 APEC 준비를 위한 특교세 지원을 요청했으며, 경찰청 대공수사 현장지휘차량 예산 확대(12대 필요)를 요구했다. 10·29특별조사위원회 예산 중 고위직 인건비 과다와 진상규명 예산 부족(10% 미만)을 지적하며, 진상규명 및 안전사회 사업비 비중 확대와 고위직 인건비 삭감을 촉구했다. 각 기관장들의 적극적 협조와 국회의 예산 확보 노력을 당부했다."
418회,government,이상민,,행정안전부,장관,"이상민 위원은 마을기업과 APEC 행사 지원, 지역사랑상품권 국비 지원 문제에 대해 신중한 검토와 협조를 요청하며, 재난 안전과 빈집 문제 해결을 위한 부처 간 협업과 예산 확보 노력을 강조했다. 또한 경찰국 설치는 법적 근거가 명확하며 위법성이 없음을 단언했다."
418회,lawmaker,이상식,더불어민주당,국회 행정안전위원회,위원,"이상식 의원은 대공수사권 이관 후 국정원의 장비·정보 이전 미흡 문제와 경찰국장급의 역할 강화를 요청했으며, 기동순찰대 중심의 치안 정책이 지역 균형발전과 현장 경찰 인력 부족 문제를 악화시킨다고 지적했다. 또한 수사경찰 처우 개선과 기동순찰대 예산 재검토를 요구했고, 소방청 위치확인 시스템의 현장 체감 문제 점검과 예산 지원도 제안했다."
418회,lawmaker,이성권,국민의힘,국회 행정안전위원회,위원,"이성권 의원은 우키시마호 사건 명부 추가 확보 및 분석 예산 지원을 질의하고, 산사태 취약지구 미지정으로 인한 예방책 부재와 급경사지 붕괴 사고 증가 문제를 지적했다. 특히 부산 등 광역시 산사태 대비 강화와 재난안전산업 진흥시설에 산사태 대응 사업 포함을 요청했다."
418회,lawmaker,정동만,국민의힘,국회 행정안전위원회,위원,정동만 위원은 전국 빈집 증가와 행안부 빈집 정비 예산의 부족 및 철거비용 현실화 필요성을 지적하며 사업 확대를 요청했다. 또한 경찰 개인 바디캠 미등록 문제와 관리 방안 마련을 촉구했다. 문다혜 씨의 수사 불응과 관련 의혹에 대해 철저한 경찰 수사를 요구했다.
418회,lawmaker,정춘생,조국혁신당,국회 행정안전위원회,위원,"정춘생 의원은 평화적 신고 집회에 대한 경찰의 과도한 진압과 폭력 문제를 지적하며, 관련 경찰 예산의 징벌적 삭감을 요구했다. 윤석열 대통령의 공직선거법 위반 및 사전 뇌물 의혹을 문제 삼고, 이태원참사 특조위 예산과 피해자 지원 시행령 조속 제정을 촉구했다. 또한, 평화로운 집회 보장과 국립트라우마센터 국비 지원, 디지털 범죄 대응 예산 증액 필요성을 강조했다."
418회,lawmaker,조승환,국민의힘,국회 행정안전위원회,위원,"조승환은 공공 AI 인프라 체계적 구축과 예산 증액 필요성을 강조하고, 선거관리위원회 인력 및 예산 집행의 효율성과 정치적 중립성 확보를 요청했다. 또한 경찰국 보조기구 권한 보장과 빈집은행 지원, 지역사랑상품권의 발행비용과 효과성에 대한 명확한 인식과 정책 우선순위 조정을 요구했다. 특히 지역화폐는 소규모·저소득 지자체 중심으로 운영돼야 하며, 지역 소멸 문제에 대한 중앙부처의 인식 전환을 촉구했다."
418회,lawmaker,조은희,국민의힘,국회 행정안전위원회,소위원장,"조은희 위원은 재난안전관리, 선거법, 도로교통법 등 28건 법률안 심사 결과를 보고하며, 다수 개정안을 통합 조정 대안으로 본회의에 회부하지 않기로 했다고 설명했다. 주요 내용은 재난 예방 영상처리기기 법적 근거 신설, 선거운동 제한 완화, 교통안전지표 개발, 총포·도검 소지허가 강화 등이다. 또한, 소방공무원 보건안전 확대와 아동·노인 소방안전 교육 법안도 수정 의결했다."
418회,government,조지호,,경찰,청장,"조지호는 10월 5일 집회 관련 부상자 발생에 대해 치안 책임자로서 유감을 표하며, 경찰권 행사는 절제와 최소한도로 이뤄져야 한다고 강조했다. 특수활동비는 투명하게 증빙되고 있으며 범죄 대응에 필수적이라 설명하고, 집회 신고 장소 준수와 경찰의 평화적 집회 보장 원칙을 재확인했다. 또한, 현장 지휘차량과 AI CCTV 도입 등 치안 효율성 강화 계획을 언급했다."
418회,government,허석곤,,소방,청장,"허석곤은 소방관서 급식환경 조사 및 가이드라인 마련에 공감하며, 현재 가이드라인이 준비 중임을 설명했다. 전문가 의견 반영과 용역비 예산 지원 요청도 함께 제기했다."
418회,government,김봉식,,서울특별시경찰,청장,"김봉식은 12월 3일 국회 주변 집회 관리와 계엄 선포에 따른 출입 통제 과정을 설명하며, 국회의원 출입 제한은 법적 근거 부족과 안전 우려 때문이었다고 밝혔다. 전면 통제는 의원 포함이며, 혼란 속 우발 사태 대비 차원에서 이루어졌다고 해명했다. 경찰은 시민 안전을 위해 노력했으나 혼란스러운 상황에 대해 국민에게 사과했다."
418회,lawmaker,김성회,더불어민주당,국회 행정안전위원회,위원,"김성회 의원은 진화위 CCTV 열람 사건이 업무와 무관한 사찰 행위라며 허위공문서 작성 및 수사 의뢰 필요성을 제기했고, 특경비를 월급 대체 수당으로 운영하는 문제와 경찰 임금 체계 개선을 요구했다. 또한, 경찰의 시위 후미 차단 사실을 인정하고, 인사혁신처와 경찰의 징계 자료 제출 거부 관행을 폐지하고 투명한 절차 마련을 촉구했다."
418회,government,김용빈,,중앙선거관리위원회,사무총장,"김용빈은 공직선거법상 공무원의 경선·공천 관여 금지 원칙과 대통령 당선인의 법적 지위 공백 문제를 설명하며, 이명박 사건은 사전수뢰죄 적용 사례임을 강조했다. 또한, 참석수당과 공명선거추진활동비의 성격 차이와 중복 지급 가능성을 명확히 하고, 여론조사 품질기준 강화 필요성 및 예산 긴축 상황을 언급했다."
418회,lawmaker,김종양,국민의힘,국회 행정안전위원회,위원,"김종양 위원은 집회 관련 경찰의 엄정한 법 집행을 강조하며, 야당의 이중적 잣대를 비판했다. 또한 2029년 인터폴 총회 유치의 중요성을 언급하며, 국제적 이미지 관리와 딥페이크 등 디지털 성범죄 대응을 위한 인터폴 펀딩 예산 확보 및 경찰 해외 파견 필요성을 요청했다. 마지막으로 행안위 예산 심의 조속 진행을 당부했다."
418회,unknown,김한수,,,행정안전부의정관,"김한수 의정관은 국무회의 회의록 작성 및 공개가 법적으로 의무임을 강조하며, 대통령실에 관련 자료 요청과 확인 절차를 진행 중이라고 설명했다. 다만, 대통령기록물법에 따라 일부 기록은 대통령실 소관이라 답변이 어렵고, 현재 자료 확보가 완료되지 않았음을 밝혔다."
418회,lawmaker,모경종,더불어민주당,국회 행정안전위원회,위원,"모경종 의원은 검단구 신설에 따른 행정·안전시설 예산 지원 확대를 요청하며, 경찰의 민주당 집회 과도한 진압 태도를 문제 삼았다. 또한, 딥페이크 협박 사건에 대한 경찰의 철저한 수사와 관련 예산 지원을 촉구했다."
418회,unknown,목현태,,,서울특별시경찰청국회경비대장,"목현태는 국회경비대장으로서 계엄령 하 서울청 지휘망의 지시에 따라 국회 출입 통제를 충실히 수행했으며, 당시 임무가 위법하다고 인식하지 않았다고 밝혔다. 그는 대통령 명령에 따른 임무 수행을 강조하며, 의원들의 계엄 해제 요구는 인지하지 못했다고 설명했다."
418회,lawmaker,박정현,더불어민주당,국회 행정안전위원회,위원,"박정현 위원은 대덕구 도로 보상비 7억 원, 산내 평화공원 위령시설 210억 원, 자유회관 개보수 21억 원 예산 반영을 요청하며, 지방교부세 삭감으로 지역 살림이 어려운 상황을 강조했다. 또한, 지역화폐 예산 미반영 문제를 지적하며 자영업자 지원과 지역경제 활성화를 위해 중앙정부의 전향적 예산 지원을 촉구했다."
418회,lawmaker,신정훈,더불어민주당,국회 행정안전위원회,위원장,"신정훈 위원은 민주노총 집회에서 경찰의 과잉진압과 공권력 남용을 강하게 비판하며 경찰청장의 사과와 재발 방지를 요구했다. 또한, 지방교부세 감액으로 인한 지방재정 악화와 빈익빈 부익부 현상을 지적하며, 지역화폐 제도 개선 등 지방소멸 대책 마련을 촉구했다. 끝으로, 예산안 심사와 원활한 회의 진행을 당부했다."
418회,lawmaker,양부남,더불어민주당,국회 행정안전위원회,위원,"양부남 의원은 경찰의 11월 9일 민노총 집회 과도한 신체보호복 착용과 구속영장 기각 사례를 문제 삼으며, 정치적 편향 대응과 불법 체포 의혹을 지적했다. 또한 국립트라우마센터 예산 증액과 이북5도민 사업비 집행의 효율성 개선을 요청했다."
418회,lawmaker,용혜인,기본소득당,국회 행정안전위원회,위원,"용혜인은 이태원참사 특조위 예산 증액과 시행령안 신속 처리, 지역사랑상품권 지원 예산 전액 삭감에 대해 문제 제기하며 정부의 예산 편성 및 지침 개정의 모순을 지적했다. 특조위 업무 원활 지원과 지역경제 활성화를 위한 예산 증액 필요성을 강조했다."
418회,government,우종수,,경찰청국가수사,본부장,"우종수는 최근 접수된 군 계엄사령관 등 고발 사건을 안보수사단에 배당해 법과 절차에 따라 신중히 수사할 것임을 강조했다. 수사 기간은 사건에 따라 다르며, 개인 의지보다 절차 준수가 중요하다고 설명했다. 또한 긴급 조치와 협조 요청을 지시하고 관련 법령에 따른 책무 이행을 약속했다."
418회,lawmaker,위성곤,더불어민주당,국회 행정안전위원회,위원,"위성곤 위원은 경찰의 국민 충성 의무와 집회 시 평화 유지 지침 준수를 촉구하며, 제주 부검의 부족 문제와 국과수 인력·처우 개선, 제주 국과수 연구소 설립 필요성을 제기했다. 또한 국립트라우마센터 운영비 전액 국비 지원과 지방자치단체 역할 분담을 요청했다."
418회,lawmaker,윤건영,더불어민주당,국회 행정안전위원회,위원,"윤건영 의원은 소방공무원 수당 동결 문제를 지적하며, 경찰의 집회 대응에서 민주당 집회와 보수단체 집회에 대한 공권력 행사 차별과 불공정성을 문제 삼았다. 특히 촛불행동에 대한 압수수색은 기부금품법 적용의 일관성 결여를 보여준다고 비판했다. 공권력의 공정하고 균형 잡힌 집행을 촉구했다."
418회,lawmaker,윤건영,더불어민주당,국회 행정안전위원회,위원장대리,윤건영은 회의 진행 중 위원들의 질의를 안내하며 수고를 격려했다. 별도의 쟁점이나 문제제기는 없었다.
418회,lawmaker,이광희,더불어민주당,국회 행정안전위원회,위원,"이광희 위원은 경찰의 과잉 진압과 부상자 발생에 대해 사과와 재발 방지를 촉구하며, 이를 거부할 경우 예산 심의를 중단할 것을 요구했다. 또한 지역경제 활성화를 위한 지역사랑상품권 예산 증액(1조 원)을 건의하며, 정부의 재정 위기 대응과 고위공직자의 고통 분담 의지를 질타했다."
418회,government,이상민,,행정안전부,장관,"이상민 위원은 마을기업과 APEC 행사 지원, 지역사랑상품권 국비 지원 문제에 대해 신중한 검토와 협조를 요청하며, 재난 안전과 빈집 문제 해결을 위한 부처 간 협업과 예산 확보 노력을 강조했다. 또한 경찰국 설치는 법적 근거가 명확하며 위법성이 없음을 단언했다."
418회,lawmaker,이상식,더불어민주당,국회 행정안전위원회,위원,"이상식 의원은 대공수사권 이관 후 국정원의 장비·정보 이전 미흡 문제와 경찰국장급의 역할 강화를 요청했으며, 기동순찰대 중심의 치안 정책이 지역 균형발전과 현장 경찰 인력 부족 문제를 악화시킨다고 지적했다. 또한 수사경찰 처우 개선과 기동순찰대 예산 재검토를 요구했고, 소방청 위치확인 시스템의 현장 체감 문제 점검과 예산 지원도 제안했다."
418회,lawmaker,이성권,국민의힘,국회 행정안전위원회,위원,"이성권 의원은 우키시마호 사건 명부 추가 확보 및 분석 예산 지원을 질의하고, 산사태 취약지구 미지정으로 인한 예방책 부재와 급경사지 붕괴 사고 증가 문제를 지적했다. 특히 부산 등 광역시 산사태 대비 강화와 재난안전산업 진흥시설에 산사태 대응 사업 포함을 요청했다."
418회,lawmaker,이해식,더불어민주당,국회 행정안전위원회,위원,"이해식 위원은 조세이 탄광 유해 발굴 예산 증액 필요성과 지역사랑상품권 정부 예산 전액 삭감에 대한 국민 부정적 인식을 지적했다. 조사1국장의 마스크 착용 문제는 본질적 자격 문제로, 위원장의 조치 지연을 비판하며 예산 삭감을 촉구했다. 또한, 희생자 관련 발언의 명확한 사실 확인과 정확한 표현을 요구했다."
418회,lawmaker,정춘생,조국혁신당,국회 행정안전위원회,위원,"정춘생 의원은 평화적 신고 집회에 대한 경찰의 과도한 진압과 폭력 문제를 지적하며, 관련 경찰 예산의 징벌적 삭감을 요구했다. 윤석열 대통령의 공직선거법 위반 및 사전 뇌물 의혹을 문제 삼고, 이태원참사 특조위 예산과 피해자 지원 시행령 조속 제정을 촉구했다. 또한, 평화로운 집회 보장과 국립트라우마센터 국비 지원, 디지털 범죄 대응 예산 증액 필요성을 강조했다."
418회,lawmaker,조승환,국민의힘,국회 행정안전위원회,위원,"조승환은 공공 AI 인프라 체계적 구축과 예산 증액 필요성을 강조하고, 선거관리위원회 인력 및 예산 집행의 효율성과 정치적 중립성 확보를 요청했다. 또한 경찰국 보조기구 권한 보장과 빈집은행 지원, 지역사랑상품권의 발행비용과 효과성에 대한 명확한 인식과 정책 우선순위 조정을 요구했다. 특히 지역화폐는 소규모·저소득 지자체 중심으로 운영돼야 하며, 지역 소멸 문제에 대한 중앙부처의 인식 전환을 촉구했다."
418회,lawmaker,조은희,국민의힘,국회 행정안전위원회,위원,"조은희 위원은 경찰청에 민노총 불법집회 차선 점거, 민주당 집회 차선 변경, 촛불단체 불법모금 수사 방치 이유 등 자료 요청을 강조했다. 또한 경찰 특수활동비와 처우 개선 필요성을 설명하며, 예산 삭감 반대 입장을 표명했다. 대통령 비방 게시글과 이대 성상납 사건 불송치에 대한 경찰 대응도 질의했다."
418회,government,조지호,,경찰,청장,"조지호는 10월 5일 집회 관련 부상자 발생에 대해 치안 책임자로서 유감을 표하며, 경찰권 행사는 절제와 최소한도로 이뤄져야 한다고 강조했다. 특수활동비는 투명하게 증빙되고 있으며 범죄 대응에 필수적이라 설명하고, 집회 신고 장소 준수와 경찰의 평화적 집회 보장 원칙을 재확인했다. 또한, 현장 지휘차량과 AI CCTV 도입 등 치안 효율성 강화 계획을 언급했다."
418회,lawmaker,채현일,더불어민주당,국회 행정안전위원회,위원,"채현일 의원은 윤석열 정부의 경찰 과잉진압과 공권력 남용을 비판하며 조지호 경찰청장의 사과와 재발방지 요구를 강조했다. 또한 윤 대통령과 김건희 여사의 공천 개입 의혹을 제기하며, 이는 명백한 공직선거법 위반 가능성이 있다고 지적했다. 선관위의 명확한 입장 표명과 책임 있는 조치를 촉구했다."
418회,lawmaker,한병도,더불어민주당,국회 행정안전위원회,위원,"한병도 위원은 경찰청 특수활동비와 특정업무경비의 불투명한 예산 집행을 지적하며 삭감 필요성을 강조했고, 소방청 급식 환경 개선과 중장기 계획 수립을 요청했다. 또한 인사혁신처의 국정철학 교육 강사진 선정과 예산 집행의 불투명성을 문제 삼으며 개선을 요구했다."
418회,government,김광동,,진실·화해를위한과거사정리,위원장,"김광동은 어린아이가 가해자가 아니며, 특정 언론에 본인을 지목하는 행위가 조사관의 직무 범위에 해당하지 않는다고 설명했다. 허위공문서 작성 혐의는 5급 팀장 전결로 수사 의뢰 대상이 아니며, 1박 2일간 정부 기관 점거 농성에 대해 퇴거 요청 후 불가피하게 수사 의뢰가 이루어졌다고 밝혔다."
418회,lawmaker,김상욱,더불어민주당,국회 행정안전위원회,위원,"김상욱 의원은 민주노총 주최 시위에서 경찰 부상과 폭력 문제의 쌍방 책임과 소통 필요성을 강조하며, 예산심의 지연을 우려했다. 또한 첨단범죄 대응 예산 부족과 아동학대 수사 부담, 소방공무원 예산 불안 해소, 보통교부세 산정 개선을 요청했다."
418회,lawmaker,김성회,더불어민주당,국회 행정안전위원회,위원,"김성회 의원은 진화위 CCTV 열람 사건이 업무와 무관한 사찰 행위라며 허위공문서 작성 및 수사 의뢰 필요성을 제기했고, 특경비를 월급 대체 수당으로 운영하는 문제와 경찰 임금 체계 개선을 요구했다. 또한, 경찰의 시위 후미 차단 사실을 인정하고, 인사혁신처와 경찰의 징계 자료 제출 거부 관행을 폐지하고 투명한 절차 마련을 촉구했다."
418회,lawmaker,김성회,더불어민주당,국회 행정안전위원회,의원,"김성회 의원은 고위공직자(장관, 검사, 판사 등)의 선거 출마 제한 기간을 현행 90일에서 1년으로 연장하는 공직선거법 개정안을 제안하며, 정치적 중립성 훼손과 권한 남용 방지를 목적으로 한다고 설명했다. 이는 정치검사·판사의 총선 출마 및 장관 임명 행태를 근절하기 위한 조치다."
418회,government,김용빈,,중앙선거관리위원회,사무총장,"김용빈은 공직선거법상 공무원의 경선·공천 관여 금지 원칙과 대통령 당선인의 법적 지위 공백 문제를 설명하며, 이명박 사건은 사전수뢰죄 적용 사례임을 강조했다. 또한, 참석수당과 공명선거추진활동비의 성격 차이와 중복 지급 가능성을 명확히 하고, 여론조사 품질기준 강화 필요성 및 예산 긴축 상황을 언급했다."
418회,lawmaker,김종양,국민의힘,국회 행정안전위원회,위원,"김종양 위원은 집회 관련 경찰의 엄정한 법 집행을 강조하며, 야당의 이중적 잣대를 비판했다. 또한 2029년 인터폴 총회 유치의 중요성을 언급하며, 국제적 이미지 관리와 딥페이크 등 디지털 성범죄 대응을 위한 인터폴 펀딩 예산 확보 및 경찰 해외 파견 필요성을 요청했다. 마지막으로 행안위 예산 심의 조속 진행을 당부했다."
