회차,발언자명,발언자유형,정당,소속기관,직위,소속_직위,발화내용 요약
354회,위원장,unknown,,,柳在仲,柳在仲,"위원장은 법제지원국이 훈령의 적법성 여부를 자체 검토하고 문제 발생 시 즉시 위원회에 보고할 것을 강조하며, 법제업무 운영규정에 따라 법제처가 훈령·예규를 수시로 검토하고 통보하는 절차를 명확히 했다. 또한 서면질의에 대한 신속한 답변서 제출과 예산안심사소위원회로의 안건 회부를 안내하며 회의를 마무리했다."
354회,유민봉,lawmaker,국민의당,국회 행정안전위원회,위원,,"유민봉 의원은 공무원 증원에 앞서 인사혁신과 직무급제 도입 등 구조개혁이 선행돼야 하며, 예산 추계의 불투명성과 과도한 증원 계획에 문제를 제기했다. 또한, 행안부의 재난상황 보고체계 미비와 청와대 위기관리 기능 약화를 비판하며 신속한 개선을 촉구했다."
354회,윤재옥,lawmaker,새누리당,국회 행정안전위원회,위원,,"윤재옥 의원은 새 정부 복지정책과 공무원 증원으로 지방재정 부담이 크게 증가한 점을 지적하며, 이에 대한 실질적 지원 대책과 법제처와의 협의를 요청했다. 또한 비영리단체 지원 불균형, 혁신 읍면동 사업 및 여러 신규 사업들의 예산 집행과 효과성에 문제를 제기하고 재검토를 요구했다. 마지막으로 공무원 증원과 관련한 예산 심사 과정에서 국회의 책임과 협조를 강조하며 재정 추계 및 증원 계획 조정을 촉구했다."
354회,윤재옥,lawmaker,새누리당,국회 행정안전위원회,위원장대리,,윤재옥 위원은 여러 위원들의 질의와 수고를 차례로 안내하며 회의 진행을 지원하였다. 별도의 쟁점이나 문제제기는 없었다.
354회,이명수,lawmaker,새누리당,국회 행정안전위원회,위원,,"이명수 의원은 행안부 및 소방청, 경찰청 등 공무원 예산 집행 현황과 내년도 예산 삭감 이유를 상세히 질의하며, 안전·치안·혁신 사업 예산 증액과 구체적 집행 계획 제출을 요청했다. 특히 읍면동 혁신 사업의 자치권 침해 우려와 소방장비 및 건강관리, 경찰 수사비 부족 문제를 지적했다. 인사혁신 관련 사업비 내역과 공무원 사기 진작 예산 증액도 요구했다."
354회,이용호,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이용호 의원은 대통령 이름으로 진행되는 불우소외계층 격려 사업의 예산 편성과 선거운동 오해 가능성을 문제 삼으며, SOC 위험도로 개선 예산 삭감에 대한 적극적 대응을 요청했다. 또한 공무원 증원 계획의 내근 인력 증가와 소방인력 기준 미개정 문제를 지적하며, 지방분권 취지에 맞지 않는 혁신 읍면동 시범사업에 대해 비판했다."
354회,이재정,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"충주서 여경 A경사의 자살 사건과 관련해 경찰 내부 감찰의 권력형 문제, 사찰 및 인격 모멸 행위가 문제로 지적되었으며, 감찰 과정의 위법성과 조직 내 부당한 조사 관행 개선을 촉구함. 유가족에 대한 배려 부족과 사건 진상 규명을 위한 외부 감사 필요성도 강조됨. 경찰 조직 내 여성 경찰관에 대한 근본적 고민과 대책 마련을 요청함."
354회,이철성,government,,경찰,청장,경찰 청장,"이철성 경찰청장은 2018년 예산안 증액과 함께 인권친화적 치안 강화, 대테러 역량 및 부패 척결에 중점을 두었으며, 감찰 절차 위반 사건에 대해 엄중 문책과 제도 개선을 약속했다. 또한, 경찰 권한 남용 우려 해소를 위해 훈령 개정을 추진하고, 치안 인프라 확충과 협력단체 지원 강화를 요청했다. 예산 편성 및 운영 과정에서의 문제점에 대해 위원회의 지속적 관심과 협조를 당부했다."
354회,장제원,lawmaker,새누리당,국회 행정안전위원회,위원,,"장제원 의원은 인터넷상 인격살인과 댓글살인에 대한 강력한 단죄와 실명제 도입을 촉구하며, 경찰개혁위원회 및 진상조사위원회 예산 삭감과 법적 정비를 요구했다. 또한, 불법시위 참여 단체에 대한 비영리민간단체 지원 예규 개정 철회를 주장하며, 공무원 증원과 재원 마련에 대한 명확한 설명과 행정안전부의 적극적 소통을 촉구했다."
354회,조종묵,government,,소방,청장,소방 청장,"조종묵 소방청장은 2018년 예산안이 소방청 출범 후 첫 편성으로 재난 대응능력 강화, 안전교육 확대, 소방산업 발전 및 소방공무원 건강관리 등에 중점했다고 설명했다. 예산 감액에도 불구하고 특수구조대 증원과 건강이력관리시스템 구축을 위해 노력 중이며, 위원들의 정책 제안과 예산 반영을 적극 검토하겠다고 밝혔다."
354회,진선미,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"진선미 의원은 경찰개혁과 인권침해 진상조사위원회 조속 추진, 비영리단체 지원 투명성 강화 및 확대 필요성을 강조하며, 현장 공무원 과로 해소를 위한 증원 확대와 소방청 장비 관리 조직 보강을 요청했다. 또한 혁신 읍면동 사업의 시범 대상 확대를 제안했다."
354회,천우정,government,,전문,위원,전문 위원,"천우정 전문위원은 경찰청 사건수사비 현실화와 범죄예방투자 확대, 범죄피해자보호기금의 일반예산 전환 필요성을 제기하며, 중앙선거관리위원회 예산의 세입세출 내 편성과 국민투표 경비 예비비 규정 명확화를 요청했다."
354회,표창원,government,,,위원,위원,"표창원 의원은 OGP 운영위원국으로서 분담금 미납 문제와 재난안전통신망 구축 사업의 주파수 충돌 및 비용 문제를 지적하며 예산심사 과정에서 철저한 관리와 신속한 해결을 요청했다. 또한 경찰청 예산에서 범죄피해자 보호 예산이 극히 부족해 실질적 보호가 어렵다며, 민간자원과의 연계를 통한 피해자 보호 강화도 당부했다."
354회,홍철호,lawmaker,국민의당,국회 행정안전위원회,위원,,"홍철호 의원은 비정규직의 무조건적 정규직 전환보다는 양질의 일자리와 근무환경 개선이 우선돼야 한다고 지적하며, 공무원 증원보다 기존 인력 정규직화가 선행돼야 한다고 강조했다. 또한, 수도권 북부 접경지역의 SOC 열악 문제와 김포시 서울지하철 5호선 연장사업의 중요성을 언급하며, 행안부가 특별법에 따른 지구 지정과 예산 지원을 적극 수용해 지역 균형 발전을 도모할 것을 요청했다."
354회,황영철,lawmaker,새누리당,국회 행정안전위원회,위원,,"황영철 의원은 위험도로구조개선 사업과 평창올림픽 소방안전대책 예산이 부족하다며 증액을 요청했고, 접경지역 사업 예산도 적극 반영해 줄 것을 요구했다. 또한 경찰 인권침해사건 진상조사위원회 예산 편성 문제와 법제처 입장 미확정에 따른 혼란을 지적하며, 조사위 설치 필요성과 운영 방안에 대한 명확한 입장을 촉구했다."
354회,柳在仲,government,,,위원장,위원장,"柳在仲 위원은 2018년도 예산안 및 기금운용계획안 예비심사 개회를 선언하고, 국정감사와 결산심사에서 제기된 정책 대안이 예산에 반영되었는지 철저히 점검할 것을 강조하였다. 이어 각 소관 부처의 예산안 제안설명과 검토보고를 진행하며, 질의응답 절차 및 시간 운영 방침을 안내하였다. 또한 법제처의 해석 지연 문제를 지적하며 관련 질의를 준비하였다."
354회,강석호,lawmaker,새누리당,국회 행정안전위원회,위원,,"강석호 위원은 신규원전 백지화로 인해 부지매입 및 설계가 중단된 지방자치단체의 어려움을 지적하며, 정부가 고시지역 해제, 부지 활용 방안 마련 등 구체적 대책을 신속히 마련할 것을 요청했다. 또한, 원전 유치 지원금 사용에 대한 지방의회의 우려를 해소하고, 행안부장관이 직접 나서 지자체와 협의해 문제를 조속히 해결할 것을 촉구했다."
354회,김대년,government,,중앙선거관리위원회,사무총장,중앙선거관리위원회 사무총장,"김대년 사무총장은 A-WEB의 국제기구 전환 과정과 운영상의 문제점, 특히 특정업체 편중과 재정 부담 문제를 개선 중임을 설명했다. 대한민국이 대부분 자금을 지원하지만 집행이사국이 아니며, 앞으로 법적 지위에 맞는 철저한 지휘 감독을 약속했다. 또한 2018년도 예산안 의결에 감사하며 내년 지방선거 준비에 만전을 기하겠다고 밝혔다."
354회,김부겸,lawmaker,더불어민주당,국회 행정안전위원회,장관,,"김부겸은 자유총연맹 의혹과 개인정보 보호 문제에 대해 조사를 진행 중이며, 지방자치의 투명성 강화를 위해 지방의회 권한 확대와 주민 참여 제고를 강조했다. 정책기획위원회 예산은 지원 업무 차원에서 편성되었고, 대통령 주재 보고회가 연 1회 개최됨을 설명했다. 예산 심사 과정에서 제기된 문제점은 정책에 반영하고 집행에 최선을 다하겠다고 밝혔다."
354회,김판석,unknown,,,인사혁신처장,인사혁신처장,"김판석은 2018년도 인사혁신처 예산안 및 공무원연금기금 운용계획안 심의 의결에 감사하며, 이를 통해 사람중심 인사혁신을 추진하겠다고 밝혔다. 위원들의 의견을 적극 반영해 업무를 개선할 것을 약속했다. 지속적인 관심과 지원을 요청했다."
354회,김희겸,unknown,,,행정안전부기획조정실장,행정안전부기획조정실장,"김희겸은 대통령 주재 회의를 계획 중이나 아직 확정된 바 없으며, 각 부처와 협의 중이라고 설명했다. 다만 상시적인 회의 체계는 마련되어 있지 않다고 밝혔다."
354회,박남춘,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박남춘 의원은 지방자치 전문가 집단의 역할과 모니터링이 예산 집행의 성패를 좌우하며, 이들이 영구직이 아니므로 국가연금 부담 우려가 없다고 설명했다. 또한 인권침해 진상조사위원회의 권한이 과거 사례보다 제한적이며, 훈령으로 설치하는 것이 가능하다고 판단해 예결위에서 적극 설명할 필요가 있다고 요청했다."
354회,박성중,lawmaker,새누리당,국회 행정안전위원회,위원,,"박성중 의원은 정책기획위원회 운영이 행안부보다는 총리실이나 청와대에서 총괄하는 것이 적절하며, 예산도 해당 부서로 이관할 것을 요청했다. 또한 무인단속장비 과속 단속 기준이 현실과 맞지 않아 과태료 부과에만 집중되고 있어 개선이 필요하다고 지적했다."
354회,박순자,lawmaker,새누리당,국회 행정안전위원회,위원,,"박순자는 세월호 참사 3년이 지났음에도 피해지역 고잔동의 생활 재건과 활성화가 이루어지지 않고 있다며, 국가가 책임지고 지자체와 매칭사업에만 의존하지 말고 기초적인 재건 사업(고잔 전통마을 조성 57억, 행복브릿지 30억)을 반드시 추진할 것을 강력히 요청했다."
354회,위원장,unknown,,,柳在仲,柳在仲,"위원장은 윤재옥, 박남춘, 황영철 위원에게 수고하셨다고 인사하였다. 별도의 쟁점이나 문제제기는 없었다."
354회,윤재옥,lawmaker,새누리당,국회 행정안전위원회,위원,,"윤재옥 의원은 행안부 내년도 예산 중 인건비성 일자리 창출 예산이 과다하고 구체적 사업계획 없이 인력 증원이 우려된다며 신중한 검토를 요청했다. 경찰청 인력 증원도 적정 규모에 대한 연구가 필요하며, 예산 합의처리 전통을 존중하나 집행과 예결위 심사 시 이러한 문제를 고려해달라고 당부했다."
354회,윤재옥,lawmaker,새누리당,국회 행정안전위원회,위원장,,"윤재옥 위원은 행정안전위 소관 2018년도 예산안 심사 결과를 보고하며, 주요 사업별 증액 및 감액 내역과 6~24건의 부대의견 채택 내용을 설명했다. 특히 공무원연금 부담금 연구, 범죄피해자보호기금 운용 개선, 중앙선거관리위원회의 국제협력 강화 등을 요청하였다. 전반적으로 예산안은 순증액되었으며, 세부 조정과 투명성 확보를 강조하였다."
354회,이용호,lawmaker,더불어민주당,국회 행정안전위원회,위원,,이용호 의원은 공무원 증원 관련 각 부처의 인원 증원 요구 내역과 행안부의 증원 계획 자료를 예산심의 시부터 요청했으나 아직 제출받지 못했다고 문제제기했다. 이에 장관에게 해당 자료 제출을 재차 요청했다.
354회,이철성,government,,경찰,청장,경찰 청장,"이철성은 CCTV 과속 단속이 과태료 목적이 아니며, 과속이 큰 사고 원인임을 설명했다. 관사 신축 예산이 부족해 지방청에서 재검토 중이며, 일부 지역은 예결위에서 추가 반영을 요청받았다고 답변했다. 2018년 경찰 예산안이 치안력 강화에 기여할 것으로 기대하며, 위원들의 정책 제안을 적극 반영하겠다고 밝혔다."
354회,장제원,lawmaker,새누리당,국회 행정안전위원회,위원,,"장제원 의원은 A-WEB이 국제기구임에도 불구하고 한국이 전액 재정을 부담하고 특정업체인 미루시스템즈에 ODA 자금이 집중되는 등 특혜 의혹이 있다고 문제제기했다. 이에 감사원 감사 청구와 재정 분담 확대, A-WEB의 구조 개선을 요구하며 부대의견을 달 것을 요청했다."
354회,조종묵,government,,소방,청장,소방 청장,"조종묵은 2018년도 소방청 예산안 심의 의결에 감사하며, 위원들의 의견을 정책과 예산 집행에 반영하겠다고 밝혔다. 또한 소방 분야에 대한 지속적인 관심과 지원을 요청했다."
354회,진선미,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"진선미 위원은 제기된 문제들이 아직 의혹 단계임을 지적하며, 특별한 기술적 이유가 있을 수 있음을 언급했다. 따라서 현재 단계에서는 별도의 보고를 요청하는 것으로 충분하다고 판단했다. 추가 조치보다는 현 상황을 유지할 것을 제안했다."
354회,표창원,government,,,위원,위원,"표창원 의원은 자유총연맹의 관권선거 개입, 회계 부정 의혹, 탈북자 반강제 가입 문제에 대한 철저한 조사와 관리 감독을 요청했다. 또한, 지방자치 확대 전 구미시 민자사업 관련 유착 비리와 행정 부당행위에 대해 행정안전부 차원의 적극적인 감사와 조치를 요구하며 신뢰 회복을 강조했다."
354회,황영철,lawmaker,새누리당,국회 행정안전위원회,위원,,"황영철 의원은 일선 경찰서 관사 신축 예산이 경찰청이 아닌 기재부 국유재산관리기금으로 편성돼 경찰이 주도하기 어렵고, 노후 관사 문제 해결이 시급하다고 지적했다. 또한 교통안전특별회계 설치를 통해 경찰이 교통안전 예산을 직접 사용할 수 있도록 부대의견에 반영할 것을 요청했다. 예산 심의 과정에서 이 문제들이 적극 논의되길 촉구했다."
354회,柳在仲,government,,,위원장,위원장,"柳在仲 위원장은 2018년도 행정안전위원회 소관 예산안 심사와 의결 과정을 주재하며, 공무원 증원 문제의 신중한 검토를 강조했다. 예산 증액 부분에 대해 정부 동의를 확인하고, 예산안과 기금운용계획안을 수정안대로 의결하였다. 또한 예산결산특별위원회와의 협의 절차 위임을 요청해 위원회 동의를 받았다."
354회,강석호,lawmaker,새누리당,국회 행정안전위원회,위원,,"강석호 위원은 포항지진 피해 지역별 차이와 인근 원전 지진 위험을 지적하며, 대피소 운영 매뉴얼 부재로 인한 주민 불편 문제를 행안부가 전국 지침으로 개선할 것을 요청했다. 또한, 원전 주변 단층 조사와 내진설계 기준 조정 등 지질구조 정밀조사를 조속히 단축할 필요성을 강조했다."
354회,김대년,government,,중앙선거관리위원회,사무총장,중앙선거관리위원회 사무총장,"김대년은 천재지변 발생 시 선거 연기 규정이 있으며, 일부 투표소에서 투표가 불가능할 경우 재투표가 가능하도록 규정되어 있다고 설명했다."
354회,김부겸,lawmaker,더불어민주당,국회 행정안전위원회,장관,,"김부겸은 포항 지진 피해 복구와 주민 주거안정에 정부가 총력을 기울이고 있으며, 내진설계 확대와 지진 대응체계 개선을 위해 법제도 정비와 예산 증액을 추진 중임을 설명했다. 지진 대응의 미흡한 점을 인정하고 국회와 협력해 전문인력 확충 및 제도 개선을 요청했다. 또한, 국민 안전을 위한 재난안전특별위원회 활동과 범정부 차원의 적극적 대응 필요성을 강조했다."
354회,김부년,government,,수석전문,위원,수석전문 위원,"김부년 의원은 행정안전부 등 소관 113건 법률안 중 공유재산 특례 강화, 공무원 정원 법정화, 인구감소지역 지원, 지방세율 조정, 재난안전산업 진흥 등 주요 법안의 취지와 기대효과를 설명하며, 일부 법안의 중복성, 유연성 저해, 지원 차등화, 부담 전가 우려 등에 대한 추가 검토를 요청했다."
354회,김영진,lawmaker,국민의당,국회 행정안전위원회,위원,,"김영진 의원은 포항 지진 피해가 경주보다 심각하다며 초동 대응 시스템 개선과 수능 연기 결정의 적절성을 평가했다. 교육시설 내진보강 미흡 문제와 부처 간 협력 강화, 예산 배분의 필요성을 강조했다. 또한 액상화 현상 등 지진 특성 조사를 포함한 한반도 지진지도 조속한 마련을 요청했다."
354회,김영호,lawmaker,새누리당,국회 행정안전위원회,위원,,"김영호 의원은 포항지진과 지열발전소 물 주입의 연관 가능성을 지적하며, 해외 유발지진 사례와 달리 국내 사업이 주민 소통 없이 진행된 점을 문제 삼았다. 특히 중국 업체 시추 여부와 행안부의 면밀한 검토를 요청했다. 또한 지열발전소 인근 주민 안전 고려가 미흡했다고 강조했다."
354회,김희겸,unknown,,,행정안전부기획조정실장,행정안전부기획조정실장,"김희겸 실장은 11월 15일 포항 지진 피해 현황과 수습 상황, 임시주거 지원 및 주요 시설 안전 점검 결과를 보고하고, 신속한 피해조사와 복구계획 수립, 주택융자 지원 등을 약속했다. 또한 지진방재 대책 전면 재검토와 법률 개정, 전문인력 확충 등 근본적 개선 방안을 추진할 계획임을 밝혔다."
354회,박남춘,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박남춘 위원은 경주지진 백서 작성과 공공시설 내진 보강 필요성을 강조하며, 학교 내진 보강 예산이 부족해 BTL 방식 도입을 제안했다. 서해 5도 주민 지원 특별법 통과와 여객선 운항 문제 해결을 촉구했으며, 지방공기업 사장 연임 관련 부적절한 인사 문제에 대한 개선을 요구했다."
354회,박성중,lawmaker,새누리당,국회 행정안전위원회,위원,,"박성중 위원은 포항 지진 사후 관리의 미흡함과 복구 현황의 과장 문제를 지적하며, 일본과 비교해 우리나라 지진 대응 시스템과 관측망이 부족함을 강조했다. 또한, 정부의 적극적인 예산 지원과 전국적 방재 교육 및 정밀 안전진단 강화 필요성을 요청했다."
354회,박순자,lawmaker,새누리당,국회 행정안전위원회,위원,,"박순자 위원은 경북 포항 지진 이재민들의 심리적 안정과 신속한 피해 복구를 정부에 촉구하며, 대피시설 내진설계 미비 문제를 지적했다. 또한, 소방청 대형헬기 솔개2호의 배터리 충전 문제로 긴급환자 이송 실패 사례를 비판하며, 재발 방지와 예비 배터리 확보 등 특단 대책을 요구했다."
354회,소병훈,lawmaker,더불어민주당,국회 행정안전위원회,위원,,소병훈 위원은 포항지진 대응 과정에서 정부의 재난문자 제도 개선을 평가하면서도 내진보강 예산이 대폭 감액된 점과 지진 관련 예산 집행의 불투명성을 문제 삼았다. 자율방범대 지원 확대와 환경미화원 안전지침 마련 등 현장 자원봉사자 및 위험직종 근로자 보호를 위한 행안부의 적극적 역할과 지자체 권고를 요청했다.
354회,위원장,unknown,,,柳在仲,柳在仲,위원장은 회의 진행 중 참석 위원들에게 수고 인사를 전하며 다음 발언자를 차례로 호명하였다. 별도의 쟁점이나 문제제기는 없었다.
354회,유민봉,lawmaker,국민의당,국회 행정안전위원회,위원,,"유민봉 의원은 원전 내진설계에 대한 국민의 과도한 불안을 과학적으로 해소할 필요성과 재난안전포털 정보의 정확성 및 업데이트 문제를 지적했다. 또한 국가안보실 위기관리센터의 인력 보강과 컨트롤타워로서의 역량 강화를 요청하며, 범부처 재난 대응 시 국무총리가 중대본부장을 맡아 조정력을 높여야 한다고 강조했다."
354회,윤재옥,lawmaker,새누리당,국회 행정안전위원회,위원,,"윤재옥 위원은 포항 지진 피해 현장 방문과 국립지진방재연구원 설치, 내진보강 예산 증액 및 로드맵 마련을 촉구하며, 이재민 주택 지원 확대와 정밀 점검, DNA 감식 신속 처리, 원전 안전성 발표를 요구했다. 정부의 소극적 대응과 예산 반영 미흡에 문제를 제기했다."
354회,이명수,lawmaker,새누리당,국회 행정안전위원회,위원,,"이명수 의원은 포항지진 대응의 미흡함과 내진 규정 미준수 문제를 지적하며, 지진 대응 시스템과 통계의 불일치 개선, 활성단층지도 조기 완성, 민간시설 복구 지원 강화 등을 촉구했다. 또한 소방시설 복구와 방범대 지원 법제화 필요성도 강조하며 정부의 과감한 의지와 실질적 대책 마련을 요청했다."
354회,이용호,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이용호 의원은 행정안전부에 공무원 증원 자료 제출을 재차 요구하며, 포항지진 대응 문자 시스템은 자동 작동하나 국민들의 행동요령 숙지가 부족하고 재난안전포털은 2시간 넘게 다운돼 실효성이 떨어진다고 지적했다. 또한, 민간 공동주택 지진보험 의무화 검토와 전국 단위 지진 대비, 내진등급 기준 및 내진 성능 명확화 필요성을 강조했다."
354회,이재정,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이재정 의원은 지진 대응에서 규모 대신 진도 기반 재난 안내체계 구축과 일본 사례 벤치마킹을 요청하며, 포항 필로티 건축물 내진설계 부실 문제 점검을 제안했다. 또한 경찰의 날을 미군정 군정경찰 출범일에서 임시정부 경무국 설치일로 변경하는 방안 검토를 촉구했다."
354회,이철성,government,,경찰,청장,경찰 청장,이철성 발언은 경찰 안전용품 예산 확대 노력과 경찰의 날 변경에 신중한 논의 필요성을 강조했다. 일부 논란에 대해서는 검찰 수사를 통해 사실관계가 명확히 밝혀져야 한다고 답변했다. 또한 경찰개혁위원회 의견과 정부 입장이 다를 수 있음을 설명했다.
354회,장제원,lawmaker,새누리당,국회 행정안전위원회,위원,,"장제원 위원은 경찰청장의 사의 표명 관련 언론 보도와 청와대 압력 여부를 집중 추궁하며, 부당한 압력에 굴하지 않고 임기 마칠 것을 당부했다. 또한, 노후 건물 내진설계 강화와 지진 대피교육 의무화, 동 단위 대피소 지정 및 단층지도 조기 완성 등 지진 대비책 마련을 촉구했다."
354회,조종묵,government,,소방,청장,소방 청장,"조종묵은 대형헬기 예비 배터리 미확보 문제에 대해 사과하고, 현재 배터리 구입과 중앙소방특별단 점검을 통해 신속히 복구 중임을 설명했다. 향후 재발 방지를 위해 지침 개정과 다각적 대책 마련을 약속했다. 상황 관리 인력도 이미 배치되어 있다고 밝혔다."
354회,진선미,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"진선미 의원은 대피소 사생활 보호 매뉴얼 마련과 학교 내진보강 예산 조기 확대 필요성을 강조하며, 특히 아이들의 안전을 위해 신속한 대책을 촉구했다. 또한 국정원 댓글 사건 관련 경찰의 자발적 반성과 재조사 필요성을 지적하며 경찰 개혁 의지를 묻고, 수사권 조정의 전제 조건으로 신뢰 회복을 강조했다."
354회,천우정,government,,전문,위원,전문 위원,"천우정 전문위원은 경찰청 및 중앙선거관리위원회 소관 40건 법률안을 검토하며, 치안산업 진흥과 경찰위원회의 민주적 운영 강화, 재외국민 국민투표권 확대를 위한 법안들이 타당하다고 평가했다. 다만 경찰위원회의 집행권한 조정 필요성을 지적했다. 자세한 내용은 검토보고서 참조를 요청했다."
354회,표창원,government,,,위원,위원,"표창원 의원은 중증외상환자 이송 체계의 문제로 골든타임을 놓쳐 생명 손실이 크다며, 현장 구급대원이 이해하기 쉬운 단순한 이송 지침 마련과 권역별 중증외상센터로의 신속 이송 필요성을 강조했다. 또한, 이국종 교수 사례를 들어 전문 의료 인력 지원과 행정안전부, 경찰청, 소방청의 협력을 요청했다."
354회,홍철호,lawmaker,국민의당,국회 행정안전위원회,위원,,"홍철호 의원은 지진 등 재난 문자메시지의 신속성과 매뉴얼 마련 필요성을 강조하며, 심야·노약자 대응 및 단계별 행동요령 포함 등 시스템 업그레이드를 요청했다. 또한 지하철 내진설계와 대학 연구기관의 지진 연구 활성화, 내진설계 건물 표시로 주민 안전 인식 제고를 제안했다. 아울러 농협 등 농업 관련 지방세 감면 연장과 근본 대안 마련을 정부에 촉구했다."
354회,황영철,lawmaker,새누리당,국회 행정안전위원회,위원,,"황영철 위원은 지진 관련 예산 증액 내역이 정부 보고와 실제 사업설명서 간에 불일치함을 지적하며, 수리시설 개보수 예산이 내진보강 명목으로 과장된 것인지 명확한 자료 제출을 요구했다. 또한, 경찰위원회법안에 대해 정부와 경찰청 간 입장 차이가 있는 점을 문제 삼았다."
354회,柳在仲,government,,,위원장,위원장,"포항 지진 발생에 따른 철저한 피해복구와 내진보강 등 체계적 대응책 마련을 촉구하며, 일본의 실전 훈련 사례를 참고해 공공시설 내진보강 예산을 우선 확대할 것을 강조하였다. 법률안은 소위원회에 회부해 심도 있게 심사하기로 하였고, 서면질의에 대한 신속한 답변 제출을 요청하였다."
354회,강석호,lawmaker,새누리당,국회 행정안전위원회,위원,,"강석호 의원은 지방소멸 대응 특별법 제정이 지연되고 행안부의 소극적 태도를 문제 삼으며, 정부가 신속한 법안 마련과 구체적 로드맵 제시를 촉구했다. 또한 지역발전위원회에서 지방소멸 대응이 미흡하고, 도시재생사업과는 별개로 인구감소 지역 정책이 필요하다고 지적했다. 아울러 탈원전 정책으로 피해 입은 지역에 대한 범부처 차원의 후속대책 마련과 신속한 논의를 요청했다."
354회,권은희,lawmaker,국민의당,국회 행정안전위원회,위원장,,"권은희 의원은 소위에서 농어업, 사회복지 등 심사수정안을 종합 판단기준으로 삼았음을 설명했다. 농협과 신협·새마을금고의 감면율 차이에 대해 기존 감면율과 최소납부세제 적용 여부를 근거로 오해를 바로잡았다. 논의 내용은 수석전문위원과 재검토 후 재확인할 예정임을 밝혔다."
354회,김대년,government,,중앙선거관리위원회,사무총장,중앙선거관리위원회 사무총장,"김대년 의원은 공공단체 위탁선거법 개정안 심의 의결에 감사하며, 법안 취지가 잘 반영되어 차질 없이 시행되도록 최선을 다하겠다고 밝혔다. 또한, 위원들의 고견을 반영해 내년 지방선거 준비에 만전을 기할 것을 약속했다."
354회,김부겸,lawmaker,더불어민주당,국회 행정안전위원회,장관,,"김부겸은 농협 등 경제주체들의 부동산 세금 감면을 일부 축소하고 일몰 조치를 점진적으로 시행하는 소위 안을 존중할 필요가 있다고 강조했다. 또한 인구감소 지역 대책과 도서개발 촉진법 개정, 소방·경찰 의료 인력 문제 등 현안에 대해 적극 대응하겠다고 밝혔다. 집회·시위 권리와 일상생활 균형, 특별회계 활용 방안 마련에도 노력할 것을 약속했다."
354회,김영진,lawmaker,국민의당,국회 행정안전위원회,소위원장대리,,"김영진 위원은 지방세기본법 등 34건 법률안 심사 결과를 보고하며, 납세자보호관 의무 배치, 담배소비세 과세형평성 개선, 농어업 및 사회복지 분야 세제 감면 연장 등 통합 조정안을 제안했다. 또한 새마을금고법 개정과 “3․8민주의거 기념일” 국가기념일 지정 촉구 결의안을 원안 의결할 것을 요청했다."
354회,김영호,lawmaker,새누리당,국회 행정안전위원회,위원,,"김영호 의원은 새마을금고와 신협의 지방세 감면율이 동일한지 의문을 제기하며, 서민금고에 대한 감면 시 형평성을 맞출 것을 요청했다. 감면율이 75%에서 85% 사이인 점을 문제 삼았다."
354회,김현기,unknown,,,행정안전부지방재정경제실장,행정안전부지방재정경제실장,"김현기 실장은 농협과 새마을금고의 취득세·재산세 감면율 현황과 법안소위 최종안을 설명하며, 농협중앙회는 감면율 25% 유지, 단위조합은 100% 감면에 최소납부세제 적용을 제안했다. 새마을금고중앙회는 감면 종료, 단위금고·조합은 재산세 75% 감면 유지 및 최소납부세제 배제를 유지하는 내용이다."
354회,박순자,lawmaker,새누리당,국회 행정안전위원회,위원,,"박순자는 도서개발 촉진법 개정을 통해 연륙도서 주민들의 생활편의와 교육환경 개선을 촉구하며, 행안부와 기재부의 신속한 협의를 요청했다. 또한, 환경미화원 안전사고 잇따름에 대해 위탁업체에 후방카메라 설치 등 안전 대책 강화를 요구하며, 장관의 현장 점검과 특단 조치를 촉구했다."
354회,백재현,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"백재현 의원은 수도권 단위농협 등 자산이 큰 기관에 대한 세금 감면 유지에 의문을 제기하며, 지방자치 발전을 위해 편익에 상응하는 부담이 필요하다고 강조했다. 또한, 감면 제도의 복잡성을 지적하며 세금 체계를 단순화하고 통합할 필요성을 요청했다."
354회,소병훈,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"소병훈 위원은 청소년단체가 공교육 일부를 담당하지만 예산 지원과 시설 개선이 부족한 점을 지적하며, 시설 연장은 필요하나 단체 지원은 미흡했다고 평가했다. 또한 이명수 위원 의견에 동의하며, 신협과 새마을금고 등 단위조합 관련 논의도 언급했다."
