회의회차,요구자명,요구자정당,대상,실제요구자료,카테고리
424회,이해식,더불어민주당,행정안전부,내란 관련 대통령기록물의 이동·재분류 금지 조치 이행 현황과 특이사항을 파악하기 위해 대통령기록물 생산기관 현황 자료 제출 요구,정책·제도
424회,이해식,더불어민주당,행정안전부,싱크홀 사고에 대한 안전수칙 이행 현황과 사고 발생 시 재난 대응 계획을 마련하기 위한 관련 보고서 제출 요구,재난·안전
424회,정춘생,조국혁신당,행정안전부,산불 대응 권한의 소방청 이관과 지자체 헬기 임차비 국비 지원 확대 및 운용체계 정비를 위해 관련 연구와 검토 결과를 의원실에 보고할 것을 요구,재난·안전
425회,정춘생,조국혁신당,정부,2020년 이후 낙선자가 당선무효형을 받은 사례를 살펴보기 위해 관련 자료를 의원실에 보고해 줄 것을 요구,범죄·치안
427회,김성회,더불어민주당,행정안전부,부정선거를 주장하고 내란 옹호 의혹이 있는 단체에 대한 행정안전부의 지원 경위와 후원 표시 책임을 철저하게 조사하기 위해 관련 자료 제출 요구,감사·점검
427회,김성회,더불어민주당,행정안전부,전국 시군구별 맨홀 뚜껑 추락방지시설 설치율 현황과 설치율이 낮은 원인 및 국비 지원 여부 등 재난안전 대책 수립을 위해 관련 통계 자료 제출 요구,재난·안전
427회,김성회,더불어민주당,행정안전부,방재관리대책 업무 수행 기술인력 중 지질 전문가 배제 문제와 관련하여 자연재해 예방을 위한 지질학적 전문성 확보 현황 및 관련 제도 개선 검토를 위한 자료 제출 요구,재난·안전
427회,용혜인,기본소득당,행정안전부,지역소멸 대응과 지방재정 정상화를 위해 보통교부세 페널티 제도의 문제점과 폐지 방안에 관한 구체적인 검토 자료 제출 요구,정책·제도
427회,용혜인,기본소득당,행정안전부,지역화폐 활용 현황과 지자체별 차이 실태를 파악하여 지역경제 활성화를 위한 교부세 인센티브 방안 검토 자료 제출 요구,정책·제도
427회,용혜인,기본소득당,행정안전부,농어촌 주민수당의 지역소멸 대응 재정 정책으로서 행안부 소관 추진 가능성에 대한 검토 자료 제출 요구,정책·제도
427회,용혜인,기본소득당,행정안전부,생명안전기본법 제정 추진과 관련하여 법안 시행 준비 현황 및 로드맵에 관한 구체적인 자료 제출 요구,재난·안전
427회,용혜인,기본소득당,행정안전부,생명안전기본법에 포함될 독립적인 재난 원인 조사기구 설치 계획과 관련된 구체적인 검토 자료 제출 요구,재난·안전
427회,용혜인,기본소득당,행정안전부,재난 피해자 지원 과정에서 2차 가해 예방 및 피해자 권리 보장 개선을 위한 구체적인 정책 및 실행 계획 자료 제출 요구,재난·안전
427회,용혜인,기본소득당,행정안전부,선감학원 피해자 손해배상 소송 관련 경기도 및 정부 간 책임 소재 문제 해결을 위한 중재 및 협의 진행 상황 자료 제출 요구,기타
427회,용혜인,기본소득당,행정안전부,선감학원 희생자 유해 안치 문제 해결을 위한 특별법 제정 추진 현황 및 관련 검토 자료 제출 요구,기타
427회,채현일,더불어민주당,서울시,서울시가 작성한 지반침하 안전지도의 정보공개법에 따른 공개 여부를 확인하기 위해 해당 안전지도 자료 제출 요구,재난·안전
427회,이해식,더불어민주당,행정안전부 장관,재난원인조사 진행 현황과 보완책을 살펴보고 그 관련 내용을 서면으로 보고해 달라는 요청,재난·안전
428회,이해식,더불어민주당,지방자치단체,2020년부터 지방채 세부적인 발행 규모를 제출하여 지방채 발행 현황을 구체적으로 파악하기 위해 자료 제출 요구,예산·재정
429회,고동진,국민의힘,행정안전부,행정안전부가 정부 각 부처에 AI를 어떻게 지원하고 전체를 묶어 운영할 계획과 200명 인력의 업무 범위 및 구성에 관한 자료 제출 요구,인사·조직
429회,고동진,국민의힘,행정안전부,지능형 CCTV 관련 TF 구성 및 시범 지자체 운영 결과와 전문인력 참여 현황에 관한 자료 제출 요구,정책·제도
429회,고동진,국민의힘,행정안전부,고령자 운전면허 자진반납 인센티브 지급 현황과 지자체별 차이 및 효과적인 지원 방안에 관한 자료 제출 요구,정책·제도
429회,고동진,국민의힘,중앙선거관리위원회,해외 재외동포 중 투표권을 가진 비율과 정확한 통계자료 제출 요구,통계·현황
429회,고동진,국민의힘,중앙선거관리위원회,복수국적 취득 과정의 어려움과 관련한 조사 결과 및 해외 교포들의 현황에 관한 자료 제출 요구,통계·현황
429회,권칠승,더불어민주당,행정안전부,정부조직 개편에 포함된 600여 개 법안 중 단순 명칭 변경과 관련된 내용을 구분한 통계표를 만들어 국민들에게 정부조직 개편을 설명하는 데 활용하기 위해 제출 요구,통계·현황
429회,양부남,더불어민주당,충청북도,"충북도가 청주시에 제방 유지 보수 업무를 위임할 때 중대재해법 시행령 제10조 8호에 따른 기준 설정, 연 1회 점검 및 보고 이행 여부를 확인하기 위해 관련 자료 제출 요구",감사·점검
429회,용혜인,기본소득당,충북도 재난안전과,"지난 현장조사에서 요구했던 재대본 회의 참석자 명단과 회의 당시의 보고자료, 결과자료, 영상회의록 유무 및 해당 자료 제출 요구",재난·안전
429회,용혜인,기본소득당,위원장,"지난 현장조사에서 요구했던 재대본 참석자 명단, 회의 당시 보고자료와 결과자료, 영상회의록 유무 및 있다면 제출해 줄 것을 조치해 줄 것 요구",재난·안전
429회,용혜인,기본소득당,충북도 재난안전과,"재대본 영상회의 기록과 로그 기록, 영상자료 제출 여부 확인 및 제출 조치 요구",재난·안전
429회,용혜인,기본소득당,위원장,6시 20분과 6시 40분 재대본 회의에 대한 녹취록 또는 동영상 원본 파일 제출 가능 여부 확인 및 제출 조치 요구,재난·안전
429회,윤건영,더불어민주당,자연재난과,자연재난과의 참사 당일 전후 단톡방 내용 제출을 통해 참사 당시 소통 상황을 확인하기 위해 자료 제출 요구,재난·안전
429회,고동진,국민의힘,행정안전부,"국가정보관리원 화재 관련 배터리 분리·이설 작업 시 업무지침과 매뉴얼, 작업자들의 전문자격 보유 현황, 계약서 사본, 당일 작업 내역서, 최근 5년간 배터리 안전점검관리 내용과 결과 보고서, 분리 작업에 사용한 장비 종류와 사진, 배터리관리시스템(BMS) 로그 자료, 작업 당시 촬영된 내부 CCTV 영상, 배터리 랙별 전원 차단 여부 조사 결과, 2014년부터 현재까지 국가정보관리원과 관련 업체 간 수발신한 공문 사본, 대전·광주·대구별 ESS 배터리 보유 및 운영 현황, 2020년부터 올해 9월까지 ESS 구매 및 교체 내역과 예산편성 관련 문서 제출 요구는 화재 원인과 작업 과정의 적정성을 확인하기 위함",재난·안전
429회,고동진,국민의힘,경찰청,국가정보관리원 화재 관련 내부 CCTV 영상 제출 요구는 사고 경위와 작업상의 문제점 파악을 위해서임,재난·안전
429회,박덕흠,국민의힘,원장님,"무정전 전원장치 이전결정 결재문서, 공사업체 선정 입찰공고문 및 관련 붙임자료, 업체 선정 당시의 RFP, 입찰참여업체들의 제안서 및 제출서류, 입찰참여업체 평가점수표 일체, 입찰업체와 체결한 계약서 일체, 무정전 전원장치 이전공사 관련 최종 공사계획서와 공사 내용, 일시, 작업자·책임자 포함 자료 제출 요구",감사·점검
429회,박덕흠,국민의힘,원장님,24일·25일 원외 출입기록일지 및 보안시설 정문 출입 체크 기록 일체 자료 제출 요구,감사·점검
429회,박덕흠,국민의힘,대전경찰청,화재 현장에 있던 4명 불구속 입건자 현황 자료 제출 요구,범죄·치안
429회,박덕흠,국민의힘,감리업체,감리업체 계약 체결 내용 및 24일·25일 현장 직원 출입 및 근무 인원 현황 자료 제출 요구,감사·점검
429회,박덕흠,국민의힘,원장님,감리일지 및 감리 관련 모든 점검 기록 자료 제출 요구,감사·점검
429회,이해식,더불어민주당,중앙선거관리위원회,조직운영과 인사관리 문제점 확인을 위해 감사원의 중앙선관위 감사결과보고서 제출 요구,감사·점검
429회,이해식,더불어민주당,중앙선거관리위원회,시도선관위 상임위원 현황과 내부 출신 인사만 임명되는 현황을 확인하기 위해 시도선관위 상임위원 명단과 임명 관련 자료 제출 요구,인사·조직
429회,이해식,더불어민주당,중앙선거관리위원회,내부 직원들로만 상임위원을 임명하는 현황과 법적 취지 위반 여부를 검증하기 위해 선관위법 시행규칙과 관련 인사 자료 제출 요구,인사·조직
429회,이해식,더불어민주당,중앙선거관리위원회,실체가 불분명한 정당의 실태조사를 위해 내일로미래로당의 시도당 설치 및 주소지 현황에 관한 실태조사 자료 제출 요구,정책·제도
429회,이해식,더불어민주당,국정자원관리원,이중화 시스템 구축 현황과 문제점 파악을 위해 DR 시스템 구축 현황과 서버 스토리지 이중화 관련 통계 자료 제출 요구,재난·안전
429회,이해식,더불어민주당,국정자원관리원,액티브-액티브 방식 이중화 시스템 구축 계획과 예산 내역을 확인하기 위해 2023년 광주·공주 센터 이중화 시스템 구축 계획과 예산 자료 제출 요구,예산·재정
429회,이해식,더불어민주당,국정자원관리원 및 지방자치단체,"UPS실 누수, 장치 노후 등 전산망 장애 현황과 이중화 장치 작동 불가 사례를 파악하기 위해 1년간 중대 장애 발생 현황과 관련 전수조사 자료 제출 요구",재난·안전
429회,이해식,더불어민주당,행정안전부,지방자치단체 전산망 관리 현황과 이중화 시스템 구축 실태를 점검하기 위해 지방자치단체 전산망 이중화 관련 전수조사 자료 제출 요구,재난·안전
