회차,발언자유형,의원명,정당,소속기관,직위,발화내용 요약
367회,lawmaker,김한정,더불어민주당,국회 행정안전위원회,위원,"김한정 의원은 진영 장관후보자에게 미세먼지 문제 해결과 경기 북부 지역 불균형 해소, 노후 경유차 지원 확대를 요청하며, 공수처 설치에 대한 야당의 부정적 시각을 바로잡아야 한다고 강조했다. 또한 후보자의 과거 햇볕정책 관련 입장과 남북관계 기여를 언급하며 신뢰를 표명했다."
367회,witness,박영수,,,증인,"박영수는 정치자금법상 당비나 후원금 기부 시 소득공제 제한과 관련해 벌칙은 조세제한특례법에 규정되어 있으며, 선거관리위원회는 공정하고 중립적으로 정치자금을 관리할 의무가 있다고 설명했다. 과거 정치자금 조사는 2004년 이후 강화되었고, 최근에는 투명성이 높아졌다고 밝혔다. 또한, 세금 관련 안내와 홍보를 지속하겠다고 답변했다."
367회,lawmaker,박완수,새누리당,국회 행정안전위원회,위원,"박완수 의원은 후보자의 부동산 투기 의혹과 불성실한 답변 태도를 문제 삼으며, 후보자의 과거 정치 소신과 현 정부 정책 간 괴리를 지적했다. 또한 행안부장관 후보로서 중립성과 책임감을 강조하며, 소신 있는 명확한 답변과 당 탈당 또는 장관직 사퇴를 촉구했다."
367회,lawmaker,소병훈,더불어민주당,국회 행정안전위원회,위원,"소병훈 위원은 행안부 장관 후보자에게 친일·반민족 행위자 서훈 취소 및 경찰 과거사위원회 설치를 요청하고, 어린이 보호구역 보도 설치 확대와 소방직 국가직화 추진을 강조했다. 또한, 특례시 지정 기준 개선을 통해 광역시 없는 지역의 특수성을 반영할 것을 요구했다."
367회,witness,송세언,,,증인,"송세언은 승강기안전공단 이사장이 임명한 인물이며, 본인은 교육과 홍보 분야에서 지원 및 업무를 수행했다고 설명했다. 이전에는 출판 분야에서 근무했으나 대표는 아니었다고 밝혔다. 교육과 홍보 업무의 구분을 명확히 했다."
367회,witness,신동호,,,증인,"신동호는 기재부장관이 임명한 상임감사로, 대통령경호실 경호안전교육원장을 역임했다고 설명했다. 인사혁신처의 재취업심사 과정을 거쳐 합당하다는 판단을 받았으며, 절차에 따라 응모했다고 밝혔다. 이에 대해 본인은 문제없다고 주장했다."
367회,lawmaker,안상수,새누리당,국회 행정안전위원회,위원,"안상수 의원은 천안함 추모식에 대통령 참석을 건의하고, 버닝썬 사건과 경찰 유착 의혹에 대한 철저한 수사 및 특검 도입을 요청했다. 또한 탈원전 정책의 문제점과 지역자원시설세 형평성 개선, 접경지역 평화수역 관리 강화, 소방본부장과 경찰청장 직급 조정 필요성을 제기했다. 마지막으로 대통령 가족의 해외 이주 의혹에 대한 정부 차원의 명확한 해명과 자료 제출을 촉구했다."
367회,unknown,위원◯증인,,,이진복,"위원◯증인은 승강기안전관리공단의 역할에 대해 질문받았고, 이에 대해 잘 알고 있다고 답변하였다."
367회,unknown,위원◯행정안전부장관후보자,,,김영호,위원◯행정안전부장관후보자는 김학의 사건과 버닝썬 사건에서 경찰과 검찰이 수사를 제대로 하지 않고 은폐하려 한 태도 때문에 국민들이 공분하고 있음을 지적하며 이에 동의했다.
367회,lawmaker,유민봉,국민의당,국회 행정안전위원회,위원,"유민봉 의원은 장관 후보자의 부동산 시세차익과 후원금 수수 의혹, 이해충돌 가능성을 문제 삼으며 해명을 요구했고, 후보자의 국가 정체성 및 국민통합 의지에 대한 명확한 입장을 촉구했다. 또한 경찰청 소속 행정안전부 장관으로서 국민적 의혹 사건의 진실 규명과 지방자치와 균등한 복지 서비스 제공 문제에 대한 입장도 질문했다."
367회,lawmaker,윤재옥,새누리당,국회 행정안전위원회,위원,"윤재옥 위원은 장관 후보자의 정치적 정체성과 총선 출마 계획에 의문을 제기하며, 정치적 중립성 유지와 탈당 의사를 강조했다. 또한 후보자의 재개발사업 투자와 드루킹 수사 관련 입장에 대해 국민 정서와 정치적 책임을 요구하고, 안전 분야 낙하산 인사 문제와 자치경찰제의 정치화 우려를 지적했다. 마지막으로 국가 안전관리와 지방자치 관련 문제에 대한 종합적 검토와 개선을 요청했다."
367회,lawmaker,이재정,더불어민주당,국회 행정안전위원회,위원,"이재정 의원은 주민등록번호 체계의 개인정보 유출 위험과 임의번호 부여 필요성을 강조하며, 경찰 내 성추행 사건의 늑장 대응과 2차 피해 문제를 지적했다. 또한, 미군부대의 119 출동 지연 문제와 소방관 국가직 전환의 조속한 추진을 요청했다. 마지막으로 정치후원금 투명성 및 김학의 사건 수사팀 와해 의혹에 대해 문제제기했다."
367회,lawmaker,이진복,새누리당,국회 행정안전위원회,위원,"이진복 의원은 후보자의 장관 겸직에 대한 입장 변화와 소신 부족을 문제 삼으며, 지방재정 확대와 안전관리 인사 문제 등 구체적 정책과 전문성 부족을 지적했다. 또한 태양광 정책과 개인정보위원회 통합에 대한 미흡한 대응, 부처 간 중복 업무 조정 필요성을 강조하며, 선거 주관 장관으로서 당적 문제에 대한 신중한 검토를 요청했다."
367회,lawmaker,이채익,새누리당,국회 행정안전위원회,위원,"이채익 위원은 진영 행정안전부장관 후보자의 부동산 투기 의혹과 정치자금법 위반 문제를 강하게 지적하며, 후보자의 불성실한 답변과 소신 부재를 비판했다. 또한 경찰의 선거개입 의혹과 공수처·검경수사권 문제에 대한 후보자의 입장 부족을 문제 삼으며, 후보자의 장관 자격에 의문을 제기했다. 끝으로 후보자의 탈당과 명확한 해명을 촉구하며 인사청문회 채택에 부정적 입장을 밝혔다."
367회,lawmaker,인재근,더불어민주당,국회 행정안전위원회,위원장,"인재근 위원은 행정안전부장관 후보자 인사청문회의 절차와 취지를 설명하며 후보자의 전문성과 책임성 검증을 강조하였다. 질의와 증인 신문, 보충 및 추가질의를 통해 후보자의 자질을 다각도로 심도 있게 검증하였고, 후보자에게 성실한 답변과 정책 추진 시 국민 신뢰를 당부하였다. 청문회 결과는 인사청문경과보고서에 반영하여 전체회의에서 논의할 예정이다."
367회,lawmaker,진영,더불어민주당,국회 행정안전위원회,행정안전부장관후보자,"진영 후보는 행정안전부장관으로서 지방분권 강화, 국민 안전 강화, 정부 혁신 및 사회 통합을 중점 추진하겠다고 밝히고, 국회와의 소통과 협력을 강조하였다. 서훈제도 유지와 부적절한 서훈 취소, 재난 예방 및 대응 체계 강화, 용산공원 보존 등 주요 현안에 대해 성실히 답변하며 국민 의혹 해소와 철저한 조사를 약속했다. 다만 일부 사안에 대해선 정확한 정보 부족을 인정하며 이해를 구했다."
367회,witness,최경호,,,증인,"최경호는 행정안전부장관의 추천을 받았으며, 알리오에 모집공고는 없다고 설명했다. 대구광역시당 기획국장과 홍보국장을 역임한 경력을 언급하며, 100만 원을 받는다고 밝혔다. 그는 일반 국민과 정당인의 시각에서 안전 문제에 대해 고민하고 있다고 강조했다."
367회,lawmaker,홍문표,새누리당,국회 행정안전위원회,위원,"홍문표 의원은 후보자의 부동산 투기 의혹에 대해 솔직한 사과와 소신 있는 해명을 요구하며, 자치분권 실현을 위한 재정 분권과 제도 개선을 촉구했다. 또한 역사교과서에서 자유민주주의와 국가 정체성 수호, 북한을 적으로 명확히 규정할 것을 강조하고, 소방직 국가직화 및 자율방범대 지원 강화, 무궁화 법제화 등 국가 정체성 확립과 국민 안전 강화에 대한 적극적 대책 마련을 요청했다."
367회,lawmaker,홍익표,더불어민주당,국회 행정안전위원회,위원,"홍익표는 지방자치의 실질적 재정권과 인사권 강화를 통해 주민 참여를 확대하고 자치경찰제의 단계적 확대 필요성을 강조했다. 또한 진영 후보자의 도덕성과 전문성을 인정하며, 정치적 중립성과 국민 눈높이에 맞는 자세를 당부했다. 마지막으로 후보자의 답변 부족을 지적하기보다 사회 통합과 갈등 해소를 위한 고민을 촉구했다."
367회,government,鄭仁和,,,위원,"鄭仁和 의원은 제천 화재 참사와 견인차 문제에 관심을 갖고 제도 개선을 위해 소위원회에 참여하고자 한다고 밝혔다. 그는 참사 재발 방지를 위해 소위원회 활동을 희망하며, 이채익 간사의 동의를 조건으로 참여 의사를 표명했다."
367회,lawmaker,권은희,국민의당,국회 행정안전위원회,위원,"권은희 의원은 제천 화재 관련 소위원회 구성을 환영하며, 화재 대응 및 사전 대비, 수사 결과 평가와 소방청 제도 개선 논의를 강조했다. 더불어민주당, 자유한국당, 민주평화당 위원들과 협력해 신속한 문제 해결을 요청했다."
367회,lawmaker,김병관,더불어민주당,국회 행정안전위원회,위원,"김병관 의원은 시간선택제 공무원제도 개선에 행안부와 인사혁신처의 협조를 평가하면서도, 지방공무원 임용령과 공무원임용령 개정안 간 문구 차이로 내용에 차이가 있음을 지적했다. 특히 공무원임용령 개정안이 미비하다며 위원회 차원의 추가 검토를 요청했다."
367회,lawmaker,윤재옥,새누리당,국회 행정안전위원회,위원,"윤재옥 의원은 간사 간 협의 여부를 확인하며, 이채익 간사 의견을 우선 듣고 결정할 것을 제안했다. 필요 시 오늘 가결하는 데 동의함을 밝혔다."
367회,lawmaker,인재근,더불어민주당,국회 행정안전위원회,위원장,"인재근 위원은 2018년도 국정감사 결과보고서 및 감사원 감사요구안을 채택하고 제천화재 관련 평가소위원회 구성을 보고하며, 소위원회 구성과 활동 방식을 간사 간 협의 후 결정할 것을 안내하였다. 또한 일부 안건은 간사 간 협의 미완으로 회의를 정회하고 추후 속개 일정을 알릴 예정임을 밝혔다."
367회,unknown,정연수,,,입법조사관,"정연수 발언은 단답형 확인 응답에 그쳐 별도의 쟁점이나 문제제기, 설명, 요청사항이 없다."
367회,lawmaker,홍익표,더불어민주당,국회 행정안전위원회,위원,"홍익표는 간사 간 협의 없이 진행된 사안에 대해 이채익 간사 동의를 전제로 처리해야 한다고 강조하며, 위원장에게 권한 위임을 제안했다. 또한 인사청문경과보고서 채택을 위해 자유한국당 간사들과 협의 후 본회의 직후 회의를 열어 신속히 처리할 것을 요청했다. 협조와 원활한 진행을 당부하는 내용이다."
367회,lawmaker,이채익,새누리당,국회 행정안전위원회,위원,"이채익 위원은 진영 후보자의 부동산 투기 및 후원금 의혹 등 문제로 인사청문경과보고서에 부적격 의견을 냈으며, 문재인 대통령의 청문 절차 무시와 임명 강행을 비판했다. 야당과 국회와의 협치를 촉구하며 국민 안전과 민생을 위한 감시를 다짐했다. 또한 정부가 국민의 어려움을 인정하고 소통을 강화할 것을 요청했다."
367회,lawmaker,인재근,더불어민주당,국회 행정안전위원회,위원장,"인재근은 행정안전부장관 후보자 진영에 대한 인사청문경과보고서 채택 절차를 진행하며, 위원들의 심층 검증과 의견 반영을 강조했다. 안전 문제 우려 내용을 포함한 보고서 채택에 이의 없음을 확인하고, 세부 수정 사항 위원장에게 위임을 요청했다. 회의 종료를 선언하며 감사 인사를 전했다."
368회,lawmaker,김한정,더불어민주당,국회 행정안전위원회,위원,"김한정 의원은 소방법 법안 심사를 정쟁 이유로 미루지 말고 국민을 위해 신속히 처리할 것을 촉구하며, 나라꽃 무궁화 법제화에 대해서는 국민 여론 수렴이 필요하다고 강조했다. 또한 야당과 의사일정 합의를 전제로 법안 심사를 계속할 의지를 확인하고 협조를 요청했다."
368회,unknown,강성조,,,행정안전부지방재정정책관,"강성조 행안부 지방재정정책관은 소방 인력 충원 인건비 보전을 위해 소방안전교부세를 단계적으로 인상하는 정부 간 합의 내용을 설명했다. 2019년부터 2021년 이후까지 담배분 개별소비세의 비율을 20%에서 45%로 올리기로 했으며, 관련 법안은 홍익표 의원이 발의했다."
368회,lawmaker,강창일,더불어민주당,국회 행정안전위원회,위원,강창일 의원은 소위원장에게 자유한국당 권은희 위원의 불참 사유와 소방공무원 국가직화에 대한 각 당의 당론을 명확히 설명할 것을 요청했다. 또한 일부 지자체의 입장 차이를 지적하며 회의 중 야당 위원들의 침착한 태도와 참석을 당부했다. 회의 진행 전 충분한 대화와 협조를 강조했다.
368회,lawmaker,김영우,새누리당,국회 행정안전위원회,의원,김영우는 회의 진행이 원활하지 않다며 정회를 제안했다. 법안소위 위원들에게 자리를 지키고 차분히 논의할 것을 요청했다. 잠시 휴식 후 다시 논의하자고 강조했다.
368회,lawmaker,김영호,새누리당,국회 행정안전위원회,위원,"김영호는 법안소위 논의에만 집중할 것을 강력히 요구하며, 발언권 부여를 중단할 것을 요청했다. 회의 진행의 예의를 지키지 않는 상황에 대해 문제를 제기하고, 정회를 통해 질서 있는 진행을 촉구했다."
368회,lawmaker,박완수,새누리당,국회 행정안전위원회,위원,"박완수는 제1야당이 제대로 대접받지 못하고 있다며 정회를 요구하고, 간사 간 합의를 다시 할 것을 촉구했다."
368회,unknown,서승우,,,행정안전부자치분권정책관,"서승우 자치분권정책관은 소방직 국가직화에 대해 경기도와 경북만 의견 미제출이며, 나머지 자치단체는 찬성한다고 보고했다. 일부 지역은 국가 차원의 재정 지원 확대를 건의했다. 두 차례 조사 결과 대체로 찬성 입장이 확인되었다."
368회,unknown,신열우,,,소방청차장,"신열우 의원은 재난 대응 권한을 시·도지사에 부여하는 정부 합의안을 존중하며, 2만 명 소방 인력 충원과 인건비 문제는 2022년 이후 재협의가 필요하다고 설명했다. 또한, 강원도 대형 헬기 구매 예산이 지방사무 규정과 국비 지원 제한으로 어려움을 겪고 있으며, 소방안전교부세 예산은 노후 헬기 교체에 이미 배정되어 있다고 지적했다. 하위 법령 준비는 완료됐으나 입법 절차상 3개월 이상 소요되어 10월 1일 시행이 적절하다고 요청했다."
368회,lawmaker,윤재옥,새누리당,국회 행정안전위원회,위원,"윤재옥 의원은 의사일정이 합의되지 않은 상태에서 홍 위원장이 단독으로 회의를 진행한 것을 강하게 문제 삼으며, 협치와 합의의 중요성을 강조했다. 합의 없는 의사일정 진행은 부적절하며, 정회를 요구했다."
368회,government,윤종인,,행정안전부,차관,"윤종인은 무궁화를 국화로 법제화하는 데 국민적 합의와 산림자원법과의 중복 문제를 고려해 신중해야 하며, 홍문표 의원안 중심의 수정안을 수용하는 것이 적절하다고 밝혔다. 국화 관련 교육과 홍보는 기존 법과 중복되므로 조정이 필요하며, 무궁화의 날 제정과 국고지원도 신중 검토를 요청했다. 또한, 상훈법 개정 시 훈격 조정과 서훈 취소 사유 추가는 현행 법으로는 어려워 별도 조항 신설이 필요하다고 설명했다."
368회,lawmaker,이재정,더불어민주당,국회 행정안전위원회,위원,"이재정 의원은 자유한국당의 국회 보이콧과 간사 권한 남용으로 법안 심의가 지연되는 문제를 지적하며, 국회법에 따른 원활한 회의 진행과 야당의 책임 있는 참여를 촉구했다. 소방관 국가직화 법안 등 산적한 현안에 대해 협치와 법률 우선 원칙을 강조하며, 정쟁이 아닌 생산적 논의를 요청했다. 또한 법률을 초월하는 정치적 타협을 경계하고, 법에 따른 권능 행사의 중요성을 재확인했다."
368회,government,이창림,,수석전문,위원,"이창림 수석전문위원은 무궁화를 대한민국 국화로 법제화하는 입법안들의 취지와 세부내용을 설명하며, 중복 규정과 국민적 합의 부족 등의 문제를 지적했다. 또한, 무궁화의 존엄성 유지와 교육, 기념일 제정, 보급 지원의 타당성을 언급하였고, 훈격 조정 법안에 대해 유관순 열사의 사례를 들어 공적 평가 변화에 따른 훈격 조정의 필요성과 정치적 변동에 따른 문제점을 함께 설명했다."
368회,lawmaker,이채익,새누리당,국회 행정안전위원회,의원,"이채익 의원은 여야 간 의사일정 합의 없이 회의를 강행한 집권 여당과 소방청장, 관련 공무원들의 무책임한 태도를 강하게 비판하며, 국회 운영의 기본 원칙인 협치와 합의를 촉구했다. 또한, 일방적 패스트트랙 처리와 의사일정 무단 진행을 헌정 파괴 행위로 규정하며 문제 제기와 책임 있는 자세를 요구했다."
368회,government,정성희,,전문,위원,"정성희 발언은 소방공무원 국가직화 관련 5건 법안이 계류 중이며, 지방자치단체 의견 수렴 결과 대부분 찬성으로 확인되었음을 보고했다. 다만, 처우 개선과 부처 간 인사권·업무 분배 문제에 대한 추가 논의 필요성이 제기되었고, 법안 시행일 결정만 남아 있다고 설명했다."
368회,lawmaker,정양석,국민의당,국회 행정안전위원회,의원,정양석 의원은 국회의장이 상임위 활성화를 위해 법안소위를 두 차례 개최하기로 의결했음에도 여당이 야당과 협의 없이 일방적으로 소집하고 법안을 처리하려 한다며 강하게 문제를 제기했다. 그는 여당의 무례한 태도와 날치기 처리 시도를 비판하며 정회를 요구하고 협의 절차 준수를 촉구했다.
368회,lawmaker,홍문표,새누리당,국회 행정안전위원회,위원,"홍문표 의원은 의사일정이 결정되지 않은 상황에서 무리한 진행을 비판하며, 간사 간 협의를 통해 처리할 것을 요구했다. 또한 대표가 책임감 있게 행동할 것을 촉구하며, 의사일정 문제는 여당의 책임임을 강조했다."
368회,lawmaker,홍익표,더불어민주당,국회 행정안전위원회,위원장,"홍익표 위원은 소방관 국가직화 법안의 시급한 심사를 위해 법안소위 일정을 위원장 권한으로 결정했으며, 자유한국당의 일정 협조 부족과 일부 야당의 회의 방해로 정상적 진행이 어려웠음을 지적했다. 법안소위의 정상 운영과 민생법안 심사의 중요성을 강조하며, 회의 산회를 선언했다."
368회,lawmaker,강창일,더불어민주당,국회 행정안전위원회,위원,"강창일 위원은 과거사 기본법 개정은 최선책이나 현실적 어려움으로 우선 기한 연장에 집중하자고 제안하며, 비쟁점 법안임에도 불구하고 일부 당의 발목잡기를 비판했다. 그는 여야 간 대화와 충분한 논의를 통해 법안 심사를 진행하되, 의결은 다음 회의로 미루자는 두 가지 안을 제시했다. 또한 국가직화 문제는 재정 한계로 완전 해결이 어려운 현실을 솔직히 인정하고 협조를 요청했다."
368회,government,곽연자,,(사)한국전쟁유족회특별법추진,위원,곽연자는 70년 전 억울하게 희생된 아버지 사건에 대해 자유한국당과 바른미래당의 반대 때문에 유족들이 오랜 기간 보상과 진상규명을 받지 못하는 현실을 문제 삼았다. 그는 민주국가로서 국민의 행복과 정의 실현을 위해 정치권이 입장을 바꾸고 조속히 해결할 것을 강력히 요청했다. 또한 과거사법의 중단과 불평등한 보상 문제를 지적하며 야당의 반대 철회를 간절히 호소했다.
368회,government,곽정례,,(사)한국전쟁유족회여성위원회부,위원장,"곽정례 발언자는 1950년 해남에서 아버지와 공장장 등 40명이 이승만 정권에 의해 무차별 총살당한 참상을 직접 목격했다고 증언하며, 당시 법적 절차 없이 무고한 국민이 희생된 점을 문제 삼았다. 그는 피해자 가족으로서 법의 부재와 책임 규명을 촉구하며, 국회에서 법을 강조하는 현실에 강한 분노를 표했다. 또한 윤재옥 위원에게도 이 문제에 대한 관심과 해결을 요청했다."
368회,lawmaker,권은희,국민의당,국회 행정안전위원회,위원,"권은희 의원은 진실․화해를 위한 과거사정리법, 공무원직장협의회법, 소방 4법의 신속한 심사와 공개 회의를 요청하며, 특히 소방 국가직화 법안의 재정지원 미비와 지방과 국가 간 업무·징계 권한 분리로 인한 혼란 문제를 지적했다. 또한 법안 심사 과정에서 다수결 처리의 한계와 자유한국당의 반대 가능성을 언급하며, 충분한 논의와 위원회안 통합 심의를 촉구했다."
368회,lawmaker,김영호,새누리당,국회 행정안전위원회,소위원장대리,김영호 의원은 정부 측 의견을 요청했으나 특별한 답변이 없자 다음 안건으로 넘어가자고 제안했다. 전문위원에게는 1~8페이지 내용에 대해 차관에게 보고할 것을 요청했다. 시간 관계상 자세한 설명은 추후에 하기로 했다.
368회,lawmaker,김영호,새누리당,국회 행정안전위원회,위원,"김영호 의원은 야당에 법안 심의에 적극 참여해 국회 정상화를 촉구하며, 특히 과거사 기본법 처리를 통해 희생자 가족들의 신뢰를 회복할 것을 요청했다. 또한 정치 쟁점화를 자제하고 국민 앞에서 당당한 자세를 가져야 한다고 강조했다."
368회,unknown,김하종,,,(사)한국전쟁유족회이사,"김하종 경주유족회 회장은 1960년대 희생자 명예회복이 미진하다며, 현재 700여 명이 아직 인정받지 못한 상황에서 명예회복 기간 연장을 간절히 요청했다. 그는 과거 혁명재판과 연좌제 피해 경험을 소개하며, 관련 의원들과의 면담 사례를 언급하며 협조를 당부했다. 또한 고령의 유족들이 부모의 한을 풀 수 있도록 위원회의 적극적인 지원을 호소했다."
368회,lawmaker,박완수,새누리당,국회 행정안전위원회,위원,"박완수 의원은 행안위 법안소위가 과거의 여야 합의 관례를 무시하고 일방적으로 법안을 상정·심의하는 운영 방식을 비판하며, 협치와 타협을 통한 정상적인 국회 운영을 촉구했다. 그는 국회 정상화 전에는 법안 심의를 유보하고, 합의 없는 법안 상정을 중단할 것을 요청했다. 또한 정치적 대화와 상호 존중이 실종된 현 상황을 우려하며, 권한 있는 자의 양보와 협력이 필요하다고 강조했다."
368회,unknown,서승우,,,행정안전부자치분권정책관,"서승우는 소방공무원의 국가직 전환과 정원 관리를 대통령령으로 운영하며, 국가와 지방 간 재정 분담과 협의를 통해 인력 및 장비 지원을 강화하고 있다고 설명했다. 소방 사무는 국가사무와 지방사무가 혼재되어 있어 기존 지방 재원과 역할은 유지되며, 추가 인력과 장비는 국가가 지원하는 구조임을 강조했다. 또한, 현장 운영 문제는 지속 점검과 훈련으로 개선 중임을 밝혔다."
368회,unknown,신열우,,,소방청차장,"신열우 의원은 소방 국가직 전환과 정원 조정을 대통령령에 근거해 중앙에서 관리하며, 재정 지원과 인력 충원 권한을 강화하는 방안을 설명했다. 지방자치단체와의 협력 필요성과 징계 권한 개선 문제도 언급하며, 제도 보완을 통해 징계 기준 명확화를 추진할 계획임을 밝혔다."
368회,unknown,위원◯권은희,,,이재정,"위원◯권은희는 법안소위 심사 과정에서 최대한의 내용을 담아 처리할 것을 강조하며, 법안 내용을 최소한으로 축소하는 것에 반대 의사를 표명했다."
368회,lawmaker,유민봉,국민의당,국회 행정안전위원회,위원,"유민봉 의원은 현재 국회 공전 상황에서 법안소위 진행이 합의 없이 이루어지면 상황을 악화시킬 우려가 있다고 지적했다. 그는 소위 운영에 있어 과반 찬성 원칙을 명확한 규칙으로 정립하고, 관행과 규정을 일관되게 적용하는 합의가 선행되어야 한다고 강조했다. 또한, 당 지도부와의 충분한 협의 없이는 쟁점 법안 심사가 어렵고, 국회 정상화가 우선되어야 한다고 요청했다."
368회,lawmaker,윤재옥,새누리당,국회 행정안전위원회,위원,"윤재옥 의원은 국회 전체 정상화가 이루어지지 않은 상황에서 행안위가 일방적으로 의사일정을 강행하고 언론 공개를 확대하는 것은 부적절하며, 다른 상임위와 보조를 맞추어 합의된 일정 내에서 신중히 회의를 진행할 것을 촉구했다. 또한 과거 관행과 국회 운영의 존중을 강조하며, 정상화 후 신속한 법안 처리를 위한 협의를 요청했다."
368회,government,윤종인,,행정안전부,차관,"윤종인은 법무부와 협의가 필요하며, 재단 및 6건 대안에 이견이 없음을 밝힘. 다만, 지휘·감독 직책 공무원의 직협 가입 제한 유지 필요성을 강조하며, 가입 범위 축소 시 협상력 불균형 우려를 제기함. 경찰·소방뿐 아니라 일반 공무원에도 영향이 있음을 고려해 달라고 요청함."
368회,lawmaker,이재정,더불어민주당,국회 행정안전위원회,위원,"이재정 의원은 국회법에 따른 법안심사 권한이 의원의 권한이자 의무임을 강조하며, 정치 쟁점과 무관하게 월 2회 법안심사소위를 정상적으로 운영할 것을 촉구했다. 또한, 공개와 투명한 논의의 중요성을 강조하며, 과거사 법안과 소방법 등 주요 법안의 신속한 심사와 합의를 요청했다. 끝으로, 회의 질서 유지를 위한 위원장의 적절한 제지와 협조를 당부했다."
368회,government,이창림,,수석전문,위원,"이창림 의원은 과거사법 및 공무원직장협의회 관련 법안의 주요 쟁점과 수정의견을 상세히 설명하며, 진실규명 범위 조정, 위원회 구성, 신청·조사 기간 연장, 피해자 지원 및 벌칙 강화 등을 보고하였다. 또한 공무원직장협의회 가입 대상 확대와 가입 제한 직책 명확화에 대해 신중론과 허용론 대립 상황을 언급하였다. 법안 완성도 부족과 추가 검토 필요성을 강조하며 자료 배부와 심사 진행 상황을 안내하였다."
368회,government,정성희,,전문,위원,"정성희 의원은 소방공무원 국가직화에 따른 소방공무원법 전부개정안의 주요 수정사항과 인사권, 채용, 교육훈련, 심사청구 절차 등을 상세히 설명하며, 지방자치법 변경에 따른 조문 수정 필요성을 언급했다. 또한 벌칙 조항 조정과 지방공무원법 및 정원법 일부개정안의 내용도 보고했다. 전반적으로 법안 완비 상태임을 강조했다."
368회,lawmaker,홍익표,더불어민주당,국회 행정안전위원회,위원장,"홍익표 위원장은 1800여 건의 법안이 밀려 있어 국회 정상 운영과 신속한 법안 심사가 필요함을 강조하며, 공무원직장협의회 법안, 과거사위원회 활동 연장, 소방관 국가직화 법안 등 시급한 안건부터 우선 처리할 것을 요청했다. 특히 소방관 국가직화 관련 재정 문제는 정부가 책임지기로 합의된 만큼 야당과 협력해 논의를 진행하자고 제안했다. 회의 진행 중 일부 의견 차이와 건강 문제로 정회가 선포되었다."
369회,government,鄭仁和,,,위원,정인화 위원은 여순사건특별법의 조속한 제정을 촉구하며 과거사법과 별개로 신속한 처리가 필요하다고 강조했다. 또한 전국 붉은 수돗물 사태 대응 현황과 섬진강유역환경청 신설을 통한 생태계 복원 및 관리 대책 마련을 요구했다. 시간선택제 공무원 근무시간 개선에 대해서도 인사혁신처의 적극적 조치를 촉구했다.
369회,unknown,鄭仁和,,,의원,"鄭仁和 의원은 여수ㆍ순천 10ㆍ19사건이 국가권력에 의한 무고한 양민학살임을 강조하며, 진상규명과 희생자 명예회복, 국가 사과 및 보상을 위한 특별법 제정을 촉구하였다. 기존 과거사정리법으로는 해결이 어렵고, 제주4ㆍ3사건 등과의 형평성 차원에서도 특별법이 필요함을 설명하였다. 위원들의 적극적인 협조를 요청하였다."
369회,lawmaker,강창일,더불어민주당,국회 행정안전위원회,위원,"강창일 위원은 지방기록물도 국가기록물로 중앙정부의 지원과 종합적 관리 로드맵 마련을 촉구하고, 강제동원 피해자 구제를 위해 독일식 재단 설립 등 정부 차원의 체계적 대책 필요성을 강조했다. 또한 여수·순천 사건은 인권 문제로 접근해야 하며, 진상규명을 위한 별도의 특별법 제정과 국회의 적극적 역할을 요청했다."
369회,lawmaker,권미혁,더불어민주당,국회 행정안전위원회,위원,"권미혁 의원은 노후 상수관 문제 해결을 위해 노폐물 제거 절차와 인력 보강, 행안부의 적극적 역할을 촉구하며, 추경 예산의 신속 집행 필요성을 강조했다. 또한 지방 공공기관 안전관리 지침의 의무화 및 실효성 강화와 무기 계약직 처우 개선을 위한 전담 부서 신설을 요청했다."
369회,lawmaker,권은희,국민의당,국회 행정안전위원회,위원,"권은희 의원은 법안소위에서 이미 충분히 논의된 법안들을 전체회의에서 신속히 처리할 것을 요청하며, 선거제도 개혁과 관련해 비례대표 추천 절차의 법정화 준비가 미흡함을 지적했다. 또한 인천 붉은 수돗물 사태를 사회재난으로 인정하고 재난관리 주무기관 변경 지연과 행정 대응의 문제점을 비판하며, 소방평가소위의 정례화와 자료 제출을 촉구했다."
369회,government,김계조,,행정안전부재난안전관리,본부장,"김계조는 인천 수돗물 사태와 노후 상수도관 문제 해결을 위해 법원 판결, 예비비 지원, 유지관리 의무화 및 기반시설 관리법 활용 등 중앙부처 협업과 체계적 투자를 강조했다. 또한 전국 노후 상수도관 교체 계획과 재난관리 법령 개정 필요성을 언급하며, 재발 방지를 위한 매뉴얼 정비와 모의훈련 실시를 약속했다."
369회,lawmaker,김민기,더불어민주당,국회 행정안전위원회,위원,"김민기는 법안소위 강행 통과가 야당 보이콧 상황에서 불가피했음을 설명하며, 대체토론으로 충분히 논의 가능하다고 주장했다. 강제동원피해조사위원회 해산 후에도 TF가 운영 중이나 인사 차별로 전문인력 확보에 문제를 지적하며, 법 통과 전까지 불이익 방지를 요청했다. 지방의회 기록표결 의무화 법안에 대해 투명성과 책임성 강화를 위해 필요성을 강조했다."
