회의회차,요구자명,요구자정당,대상,실제요구자료,카테고리
364회,조원진,새누리당,행정안전부,대규모 공공시설물 내진보강을 위한 지진피해예방 예산 현황을 확인하기 위해 관련 예산 자료 제출 요구,예산·재정
367회,鄭仁和,,경찰청,퇴임 경찰관의 신분증 반납 현황을 경찰 사칭 문제의 심각성을 검증하기 위해 제출 요구,범죄·치안
367회,鄭仁和,,경찰청,버닝썬 사건과 관련하여 경찰관과 유착 의혹이 있는 용산구 소재 대형 클럽들에 대한 단속 및 수사 현황 자료를 국민 신뢰 회복을 위해 제출 요구,범죄·치안
367회,鄭仁和,,경찰청,제주 시범 실시 중인 자치경찰을 대상으로 한 익명 설문조사 결과를 자치경찰제의 문제점 파악과 성공적 정착을 위해 제출 요구,범죄·치안
367회,김민기,더불어민주당,국립과학수사연구원,김학의 전 차관 사건과 관련하여 흐릿한 영상과 음성에 대한 감정서 및 감정 원본 파일을 제출하여 감정 결과의 신뢰성을 검증하기 위해 자료 제출 요구,범죄·치안
367회,김민기,더불어민주당,국립과학수사연구원,김학의 전 차관 사건 감정 당시 국과수에 보관 중인 영상과 녹음기록 등 감정 관련 원본 자료를 제출하여 감정 과정과 결과를 확인하기 위해 자료 제출 요구,범죄·치안
367회,김민기,더불어민주당,행정안전부,새마을금고 관련 조직의 운영 현황과 지배구조 개선에 관한 구체적인 자료를 제출받아 행정안전부의 관리 및 감독 실태를 점검하기 위해 자료 제출 요구,인사·조직
367회,김영호,새누리당,경찰청,"김학의 전 차관에 대한 수사일지 기록과 담당 수사관 인사기록, 영장 신청 내용과 그 일자 및 기각 사유를 의원실에 제출해 달라는 자료 제출 요구",인사·조직
367회,홍익표,더불어민주당,경찰청,용산경찰서 관련 조선일보 방용훈 씨 사건 당시 용산경찰서장과 수사 담당 책임자 등 지휘계통에 있던 전원 명단을 제출해 달라는 자료 제출 요구,인사·조직
369회,권미혁,더불어민주당,중앙선거관리위원회,A-WEB 사무총장 선출 예정인 세 명의 후보자 명단을 회의 참석자 방에 제출해 달라는 요청,기타
369회,권미혁,더불어민주당,"인사혁신처, 행정안전부",무기 계약직 직무급제와 호봉제 혼재 문제 해결을 위한 논의 과정을 정리한 자료를 회의 참석자 방에 제출해 달라는 요청,인사·조직
369회,권은희,국민의당,행정안전부,안전대진단 관련 지자체 추진 실적 평가 결과와 국민인식도 설문조사 결과를 공개해 달라는 자료 제출 요구,재난·안전
369회,鄭仁和,,행정안전부,지역주도형 청년일자리사업의 본예산 감액 사유와 사업성과를 평가한 소명자료 제출 요구,예산·재정
369회,鄭仁和,,경찰청,"경찰 경비경력 냉방장치 전기공급사업의 설치 장소, 선정 기준, 설치비용, 공사기간 등 종합 검토를 위한 소명자료 제출 요구",예산·재정
369회,조원진,새누리당,경찰청,"2017년 3월 10일 탄핵 관련 집회와 관련하여 사전대책회의 자료와 참석자 명단, 경비계획서 사본, 경력 배치, 단계적 차단선 운용 및 세부전술, 경비대책회의 자료와 참석자 명단, 경비대책 결과자료, 경찰 지휘체계, 당시 귀청 청장의 일정과 차량 운행 기록 및 시간대별 위치, 지방청별 부대동원 내역 및 구역별 부대동원 내역, 안국역 출구별 경찰 배치 부대 및 지휘자 현황, 투명 차단벽 설치 현황, 동원한 각종 차량 및 장비 현황과 실제 장비 사용 내역, 집회·시위 관련 장비 사용 규칙·지침, 차벽 설치 현황과 관련 그림·도면·사진자료, 차벽 또는 차단선의 숨구멍 및 통행로 관련 근거자료를 제출하여 2017년 집회 관련 경찰 대응의 적정성을 검증하기 위해 자료 제출 요구",범죄·치안
369회,조원진,새누리당,경찰청,"2019년 6월 25일 광화문 광장 텐트 철거 관련 당일 기동대 출동 현황, 24개 중대별 배치 현황과 임무사항, 해당 중대 무전 녹취록, 행정대집행 관련 경찰의 규칙·지침·기준 일체를 제출하여 행정대집행 과정의 적법성과 경찰 대응을 확인하기 위해 자료 제출 요구",범죄·치안
369회,조원진,새누리당,경찰청,2019년 6월 25일 행정대집행 현장 관련 폭력 행위 동영상 자료를 제출하여 행정대집행 과정에서의 경찰의 역할과 폭력 방조 여부를 조사하기 위해 자료 제출 요구,범죄·치안
369회,홍익표,더불어민주당,행정안전부,재난 지원비가 피해 규모에 비례하여 현실적으로 지원되고 있는지 검토하기 위해 피해 산정 기준과 복구 지원비 지급 현황 자료 제출 요구,재난·안전
369회,홍익표,더불어민주당,자유한국당,소방관 국가직화법 관련 안건조정위원회 명단을 조기에 구성 및 회의 진행을 위해 명단 제출 요구,인사·조직
370회,鄭仁和,,서울경찰청,한강 몸통시신 사건과 관련하여 용의자가 서울경찰청에 자수하러 갔다가 서울종로경찰서로 돌려보낸 경위 확인을 위해 민원실 당직근무 지정 현황과 근무일지 제출 요구,범죄·치안
370회,이진복,새누리당,행정안전부 장관(진영 장관),지역주도형 청년일자리 사업에 대한 전반적인 전수조사가 필요하여 7월 11일에 요구한 자료가 한 달 넘게 제출되지 않은 이유를 확인하고 결산 심의 전까지 제출할 것을 요구,정책·제도
370회,이진복,새누리당,인사혁신처,공무원연금 자산 운용의 전문성 문제와 수익률 저조 원인 추적을 위해 지난 3년간 자산 운용 사례 전부를 제출할 것을 요구,예산·재정
370회,홍익표,더불어민주당,경찰청,경찰청 산하 자문위원회 및 경찰발전위원회 운영 실태와 이해관계 충돌 가능성 점검을 위해 관련 자료 제출 요구,인사·조직
370회,박완수,새누리당,정부,"조국 후보 관련 사모펀드 최대주주 업체가 수행한 전국 47곳 지자체 가로등 사업의 계약서와 지출내역, 집행내역 자료를 제출해 달라는 요구",예산·재정
371회,윤재옥,새누리당,경찰청,울산시장 수사와 관련하여 경찰청에서 울산청에 첩보를 내려보낸 사실과 수사 착수 및 지휘 보고 여부를 확인하기 위해 관련 자료 제출 요구,범죄·치안
371회,윤재옥,새누리당,경찰청,첩보의 최초 생산 주체와 청와대 민정에 수사 사항 보고 여부의 사실관계를 확인하기 위해 관련 자료 제출 요구,범죄·치안
371회,정성희,,중앙선거관리위원회,과거 공보 발송신청 내역 등을 고려하여 군인·경찰 선거공보 발송신청서 등기요금 예산의 적정성을 검증하기 위해 관련 발송신청 내역 자료 제출 요구,예산·재정
371회,정성희,,중앙선거관리위원회,광역조사팀 단속장비 및 사전투표소 유무선 통신장비의 현재 보유량과 과거 사용 수량을 확인하여 예산 감액 필요성을 검증하기 위해 관련 장비 보유 및 사용 현황 자료 제출 요구,예산·재정
371회,정성희,,중앙선거관리위원회,비상임위원에 대한 공명선거추진활동수당 등 수당 편성의 적법성 검토를 위해 비상임위원 수당 지급 내역 및 관련 법령 자료 제출 요구,예산·재정
371회,정성희,,경찰청,통합민원실 구축 사업의 사업성과 및 민원인 만족도 증가 여부를 확인하기 위해 2019년 시범 사업 추진 결과 및 성과 관련 자료 제출 요구,예산·재정
371회,정성희,,경찰청,드론 테러 대응장비의 보급 현황과 대응 태세 강화를 위한 장비 수요를 파악하기 위해 드론 테러 대응장비 운용 현황 및 추가 보급 계획 자료 제출 요구,재난·안전
371회,정성희,,소방청,고시원 간이스프링클러 설치 지원 사업의 수요량 산정 근거와 사업 진도 현황을 확인하여 예산 감액 필요성을 검증하기 위해 수요량 산출 근거 및 사업 진행 현황 자료 제출 요구,예산·재정
371회,정성희,,소방청,재난안전통신망 단말기 보급 사업의 수요량 조정 및 계획 보완을 위해 기능별 업무 분석 결과와 단말기 수요량 파악 자료 제출 요구,재난·안전
376회,김한정,더불어민주당,선거구획정위원회,노원구의 인구 감소 추이가 증가분보다 많거나 상쇄한다는 근거 자료 제출 요구,통계·현황
376회,김병관,더불어민주당,중앙선거관리위원회,코로나19 등 감염병 상황에서 선거법 예외 조항의 적용 가능성을 검토하기 위해 최근 선거사무실 폐쇄 및 유사 선거사무소 인정 관련 자료 제출 요구,정책·제도
376회,김병관,더불어민주당,부천시선거관리위원회,부천시 동 개편으로 인한 사전투표소 수 감소와 이에 따른 투표소별 인원 증가 현황을 확인하기 위해 2018년과 현재 사전투표소별 투표자 수 자료 제출 요구,통계·현황
376회,김병관,더불어민주당,중앙선거관리위원회,사전투표소 추가 설치가 가능한 법적 근거와 코로나19 상황에서 사전투표소 설치 확대 필요성 검토를 위해 관련 해석 및 검토 자료 제출 요구,정책·제도
376회,김병관,더불어민주당,중앙선거관리위원회,화성시 봉담읍 선거구 분할에 따른 사전투표소 설치 현황과 2개 선거구별 사전투표소 설치 가능성 검토를 위한 관련 자료 제출 요구,정책·제도
376회,김병관,더불어민주당,행정안전부,대동제 시행에 따른 동 행정구역 통합과 사전투표소 설치 현황 및 정책적 대응 방안 검토를 위해 관련 자료 제출 요구,정책·제도
377회,鄭仁和,,행정안전부,지역사랑상품권 부정유통 방지 대책의 효과를 검증하기 위해 1분기까지 등록 취소된 가맹점과 부당이익 환수액에 대한 통계 자료 제출 요구,범죄·치안
377회,鄭仁和,,행정안전부,부정유통 신고포상제의 운영 현황을 파악하기 위해 적발 건수와 지급액을 중심으로 한 부정유통 신고포상금 운영현황 자료 제출 요구,범죄·치안
377회,鄭仁和,,기획재정부,긴급재난지원금 지급 현황과 지자체의 부담 능력을 평가하기 위해 전국 지자체별 긴급재난지원금 지급 여부 및 지원 액수에 관한 기본 자료 제출 요구,예산·재정
377회,鄭仁和,,기획재정부,기업의 경제적 어려움 해소를 위한 추가적인 정책 수단과 지원 대책을 검토하기 위해 기존 정책 외에 마련된 기업 지원 관련 서류 제출 요구,정책·제도
377회,권은희,국민의당,행정안전부장관,개인정보 보호와 관련하여 법적 근거와 위법 여부를 검토한 후 그 결과를 제출해 달라는 자료 제출 요구,정책·제도
377회,권은희,국민의당,행정안전부장관,국무조정실의 국책연구기관 연구원 대상 개인정보 제출 요구의 문제점과 개인정보 보호 관련 소지를 살펴본 후 관련 자료를 제출해 달라는 자료 제출 요구,정책·제도
377회,권은희,국민의당,행정안전부,"정의연 관련하여 2017년부터 최근 4년간 실제 지출한 지급처와 지출액, 그리고 증빙서류에 대한 상세 자료를 제출해 달라는 자료 제출 요구",감사·점검
380회,이은주,정의당,경찰청,경찰관 인권행동강령 해설서에 성적 지향 차별 금지 사유가 포함되어 있는지 확인하기 위해 강령해설서 제출 요구,정책·제도
381회,이은주,정의당,행정안전부,다른 지방공기업들이 통상임금 소송으로 낭비하는 예산 규모를 파악하기 위해 관련 자료 제출 요구,예산·재정
381회,이은주,정의당,행정안전부,지역주도형 청년일자리 사업의 지자체별 집행 실적과 최종 결과 자료를 국회의 결산심사에 앞서 취합하여 제출할 것을 요구,예산·재정
381회,이은주,정의당,전국 광역·기초 자치단체 및 지방의회,지방자치단체 내 성비위 사건의 은폐 및 축소 문제를 해결하고 피해 실태를 정확히 파악하기 위해 전수조사 결과 자료 제출 요구,인사·조직
381회,이해식,더불어민주당,환경부,"우수저류시설 설치 사업의 예산 집행실적과 그 원인, 특히 집행률이 저조한 7개 사업지구에 대한 구체적인 현황과 문제점 파악을 위해 관련 자료 제출 요구",예산·재정
381회,이해식,더불어민주당,정부,"지방정부 재난관리기금의 사용 현황과 예산 여력, 특히 7월 31일 기준 사용률과 3차 추경 감액 내역을 포함한 재정 상황을 꼼꼼히 살펴 대책 마련을 위해 관련 자료 제출 요구",예산·재정
381회,이형석,더불어민주당,행정안전부,"자치단체별로 보유하고 있는 자동식, 전동식, 수동식 수문 현황 자료를 제출해 달라는 요청",재난·안전
381회,장지원,,중앙선거관리위원회,각급 선관위에 산재되어 있는 2019년 이전 부과된 미납 과태료 채권 현황을 면밀히 파악하기 위해 관련 자료 제출 요구,통계·현황
381회,장지원,,중앙선거관리위원회,관서운영경비 운용 실태를 엄격히 점검하기 위해 관서운영경비 집행 내역 및 관련 자료 제출 요구,감사·점검
381회,장지원,,중앙선거관리위원회,위탁선거 경비 결산내역 및 자체감사 결과를 행정안전위원회에 보고하기 위해 관련 자료 제출 요구,감사·점검
381회,장지원,,중앙선거관리위원회,위탁선거관리에 대한 근본적인 해결 방안을 2021년 예산안 심사 전까지 보고하기 위해 관련 보고서 제출 요구,정책·제도
381회,장지원,,중앙선거관리위원회,2016회계연도부터 2018회계연도까지 결산 시정요구사항 중 미조치된 사항에 대해 2019회계연도 조치결과보고서 제출 시까지 조치 완료 여부 확인을 위한 보고서 제출 요구,감사·점검
382회,서범수,미래통합당,노정희 대법관,업무추진비가 실제로 없는지 확인하기 위해 업무추진비 내역 제출 요구,인사·조직
382회,서범수,미래통합당,노정희 대법관,업무추진비 성격의 돈이 있는지 확인하고 재판업무지원비 등 집행내역 제출 요구,인사·조직
382회,서범수,미래통합당,중앙선거관리위원회,21대 국회의원선거 부실 관리 현황을 구체적으로 파악하기 위해 2012년 이후 선거관리 부실 현황 자료 제출 요구,감사·점검
382회,서범수,미래통합당,중앙선거관리위원회,특정업무경비 사용총액과 사용내역을 감사원 회계감사 대상임을 근거로 국회에 제출할 것을 요구,예산·재정
382회,김민철,,경찰청,과학수사 역량 강화를 위해 국과수 합동법과학감정실 4개소의 구축 진행상황과 인력 운영 현황 자료 제출 요구,예산·재정
382회,김민철,,경찰청,국과수 인력 부족 문제와 관련하여 내년 경기북부청과 충북청 합동법과학감정실 구축을 위한 예산 반영 현황 자료 제출 요구,예산·재정
382회,박수영,미래통합당,과학기술정보통신부,과기부가 실시한 5G 실증사업 결과를 확인하기 위해 실증사업 결과 자료 제출 요구,정책·제도
382회,박수영,미래통합당,행정안전부,지역사랑상품권의 효과를 검증하기 위해 12월 말에 제출 예정인 용역 보고서 자료 제출 요구,정책·제도
382회,박수영,미래통합당,중앙선거관리위원회,국정감사에서 지적된 업무추진비 및 직책수행경비 집행 관련 해명 자료와 제도개선안 제출 요구,감사·점검
382회,박완주,,행정안전부,지자체 망분리사업의 신속한 추진을 위해 지자체별 망분리사업 예산 지원 현황과 필요 예산 증액 내역 자료 제출 요구,예산·재정
382회,박완주,,정부,노인 교통사고 사망 수준을 선진국 수준으로 감소시키기 위한 노인보호구역 개선사업의 단계적 확대를 검토하기 위해 관련 예산 증액 계획과 추진 현황 자료 제출 요구,예산·재정
382회,박완주,,경찰청,보이스피싱 피해 예방을 위해 연중 체계적 홍보를 위한 예산 증액 계획과 홍보 실행 현황 자료 제출 요구,예산·재정
382회,박완주,,경찰청,강력범죄 피해자 지원을 위한 현실적인 피해자 여비 증액 필요성을 검증하기 위해 피해자 여비 지급 현황과 증액 계획 자료 제출 요구,예산·재정
382회,박완주,,경찰청,장애인운전지원센터 전국 확대를 위한 추가 센터 구축 및 운영에 따른 예산 증액 계획과 추진 현황 자료 제출 요구,예산·재정
382회,박완주,,소방청,전국 소방헬기 통합 관리를 위한 정비관리 프로그램과 통합정비대 구축 타당성 용역비 필요성 검증을 위한 관련 용역 계획 및 예산 자료 제출 요구,예산·재정
382회,박완주,,소방청,전국 고가사다리차 추가 보강을 위한 예산 필요성과 재정당국 협의 현황 자료 제출 요구,예산·재정
382회,박완주,,소방청,"소방관 장비, 복지, 인건비 재원 단일화 및 국가 지원을 위한 회계·기금 구조 조직진단과 검토용역 계획 및 예산 증액 자료 제출 요구",예산·재정
382회,박재호,더불어민주당,한국재난구호협회,한국재난구호협회의 투명성 문제를 확인하기 위해 구호협회의 관련 자료 제출 요구,감사·점검
382회,오영환,더불어민주당,행정안전부,사이버 보안의 사각지대 해소를 위해 24시간 통합방어체계 구축 현황과 계획 자료 제출 요구,재난·안전
382회,오영환,더불어민주당,행정안전부,"모바일 신분증 도입과 플랫폼 확장, 앱 개발 등 고도화 추진을 위한 예산 현황과 추가 확보 계획 자료 제출 요구",예산·재정
382회,오영환,더불어민주당,행정안전부,전자서명 인증 공통 기반 구축 및 운영 현황과 계획 자료 제출 요구,정책·제도
382회,오영환,더불어민주당,행정안전부,주한미군공여구역 주변지역 지원사업의 감액 현황과 지역주민 희생 보상 관련 자료 제출 요구,예산·재정
382회,오영환,더불어민주당,경찰청,순찰차 영상관제 시스템 시범운영 현황과 내년도 확대 계획 자료 제출 요구,범죄·치안
382회,오영환,더불어민주당,소방청,소방관 정신건강 및 트라우마센터 운영 현황과 향후 추진 계획 자료 제출 요구,재난·안전
382회,오영환,더불어민주당,소방청,소방헬기 통합운영을 위한 운항관제실 설치 현황과 예산 확보 계획 자료 제출 요구,예산·재정
382회,이명수,,행정안전부,지방재정의 어려움이 가중되는 상황에서 일반교부세 감액 규모와 이에 따른 지방재정 보전 대책을 확인하기 위해 내년 일반교부세 감액 관련 자료 제출 요구,예산·재정
382회,이명수,,행정안전부,지방이양에 따른 비용 지원 증액 내역과 그 사유를 명확히 파악하기 위해 지방이양 비용 지원 1549억 증액 관련 서면 자료 제출 요구,예산·재정
382회,이명수,,경찰청,의무경찰 감축에 따른 경찰관 충원 계획과 인력 조정 현황을 구체적으로 파악하기 위해 내년 의경 감축 및 경찰관 충원 인원 관련 서면 자료 제출 요구,인사·조직
382회,이명수,,소방청,국가직화 이후 소방 수당 문제 해결 여부와 예산 반영 상황을 확인하기 위해 국가직화 관련 수당 예산 반영 현황 자료 제출 요구,예산·재정
382회,이명수,,소방청,내년 소방장비 구입 및 개선에 투입되는 총 재원 규모를 파악하기 위해 소방장비 예산 관련 자료 제출 요구,예산·재정
382회,이명수,,소방청,내년 소방항공정비대 신설 여부와 관련 예산 반영 상황을 확인하기 위해 소방항공정비대 신설 및 예산 반영 관련 자료 제출 요구,예산·재정
382회,이명수,,경찰청,코로나 확산 시기 집회 상황과 경찰의 사후 처리 내용을 서면으로 제출해 달라는 요청,범죄·치안
382회,이명수,,경찰청 및 관련 정부 부처,아동학대 사건과 관련한 경찰의 사후 조치 및 앞으로 유사 사건 방지를 위한 보완 조치 내용을 서면으로 제출해 달라는 요청,범죄·치안
382회,이명수,,행정안전부 및 각 부처,행안부 교부금 외에 각 부처의 전반적인 정부 지원 현황을 종합적으로 확인하기 위해 관련 자료를 서면으로 제출해 줄 것을 요구,예산·재정
382회,이명수,,행정안전부,옥외광고물 정비 현황과 관련된 구체적인 자료를 서면으로 제출해 줄 것을 요구,정책·제도
382회,박수영,미래통합당,소방청,고시원 등 스프링클러 설치 실집행률이 28%로 너무 저조하여 개선 여부를 확인하기 위해 관련 실집행률 자료 제출 요구,재난·안전
382회,박수영,미래통합당,중앙선거관리위원회,특별정려금 지급 근거가 위탁선거와 관련하여 규정에 없다는 점을 확인하기 위해 특별정려금 지급 관련 규칙 및 근거 자료 제출 요구,예산·재정
382회,박수영,미래통합당,중앙선거관리위원회,한국선거방송과 해외연구관 제도 개선방안을 예산편성 직전까지 보고받기 위해 관련 실적 및 제도 개선 관련 자료 제출 요구,정책·제도
383회,박형수,,후보자,후보자 아들의 척추측만증이 42도여서 병역 면제 사유가 되었는지 정확히 판단하기 위해 2013년과 2015년 당시의 엑스레이 자료 제출 요구,인사·조직
383회,박형수,,경찰청,이용구 법무부차관 사건에 대해 경찰이 내사종결 처분한 것이 2015년 법 개정 이후 판례와 헌법재판소 결정에 부합하는지 검증하기 위해 관련 수사 및 내사 자료 제출 요구,범죄·치안
383회,박형수,,경찰청,이용구 차관 사건 수사 과정에서 특가법 적용 여부와 내사종결 결정 과정에 대한 적절성 검토를 위해 관련 보고서 및 수사 기록 제출 요구,범죄·치안
383회,박형수,,경찰청,이용구 차관 사건과 관련하여 피해자의 병원 치료 내역과 통화 내역 조사를 포함한 수사 자료 제출 요구로 상해 사건 여부를 확인하기 위함,범죄·치안
384회,이형석,더불어민주당,행정안전부,"3·15 의거와 관련된 피해자들이 4·19 관련 법에서 어떤 분들이 보상을 받고 있는지 확인하기 위해 대구 2·28, 광주·마산을 포함한 관련 피해자 보상 현황 자료 제출 요구",통계·현황
384회,이형석,더불어민주당,행정안전부,소상공인과 소기업의 피해 규모 차이를 확인하고 풍수해보험 지원 확대 필요성을 검증하기 위해 지난해 폭우 피해 관련 소상공인 및 소기업 피해 통계 자료 제출 요구,통계·현황
384회,이형석,더불어민주당,행정안전부,"지방자치단체의 백신 접종 지원을 위한 특별 재정지원 계획과 시기, 규모를 확인하기 위해 관련 특별 재정지원 계획 자료 제출 요구",예산·재정
384회,이형석,더불어민주당,행정안전부,광주광역시 등 지자체별 백신 접종 의료기관 수와 배후 수요 비율의 적정성을 분석하여 접종 지연 문제를 해소하기 위해 지자체별 지정의료기관 수 및 접종 가능 의료기관 현황 자료 제출 요구,통계·현황
384회,이형석,더불어민주당,행정안전부,국민비서 서비스 챗봇의 오류 및 부적절한 답변 문제를 점검하고 개선 방안을 마련하기 위해 국민비서 서비스 점검 결과 및 개선 계획 자료 제출 요구,정책·제도
384회,이형석,더불어민주당,인사혁신처,공직사회 조직문화 개선과 신규 공직자 퇴직률 증가 문제 해결을 위해 공직사회 문화 혁신 및 개혁 방안 연구 결과와 향후 추진 계획 자료 제출 요구,인사·조직
384회,이형석,더불어민주당,행정안전부,특별·광역시 자치구 재정 부족 문제와 조정교부금 교부율 미준수 현황을 개선하기 위해 2019년 기준 조정교부금 교부 현황 및 개선 계획 자료 제출 요구,예산·재정
384회,최춘식,미래통합당,행정안전부,주민자치회 시범운영 626개소에 대한 개별 평가 자료와 투입된 예산을 제출하여 시범운영 성과를 분석하기 위해 자료 제출 요구,정책·제도
384회,서범수,미래통합당,경찰청,탐정업이 운영되고 있는 실태를 조사하여 보고하기 위해 탐정업 운영에 대한 실태조사 보고서 제출 요구,정책·제도
384회,서범수,미래통합당,경찰청,경찰 비위사건과 관련한 복무기강 확립 대책을 마련하고 그 내용을 의원실에 보고하기 위한 대책 보고서 제출 요구,인사·조직
384회,서범수,미래통합당,소방청,"소방청 인원, 조직, 장비 등 전 분야에 걸친 종합적인 마스터플랜을 마련하여 행안위에 보고하기 위한 마스터플랜 자료 제출 요구",재난·안전
384회,서범수,미래통합당,경찰청,교통사범 수사실무지침 개정 현황을 확인하기 위해 관련 수사실무지침 자료 제출 요구,정책·제도
384회,이영,미래한국당,경찰청,서울동부구치소 등 교도소와 구치소의 코로나 방역 대응 매뉴얼이 부재한 상황에서 경찰 유치장 및 각 기관별 방역 매뉴얼 현황을 확인하기 위해 관련 방역 매뉴얼 제출 요구,재난·안전
384회,이영,미래한국당,경찰청,중앙경찰학교의 코로나19 방역 관리 실태와 밀집 교육에 따른 방역 대책 마련 여부를 검증하기 위해 중앙경찰학교 특별방역 매뉴얼 및 관리지침 제출 요구,재난·안전
384회,이해식,더불어민주당,경찰청,양천 아동학대 사망사건과 같은 중대한 아동학대 사건에 대해 경찰청이 자체적으로 진상조사 결과를 내놓고 이를 바탕으로 대책을 세우기 위해 관련 조사 및 연구 결과 자료 제출 요구,범죄·치안
384회,이해식,더불어민주당,경찰청,경찰청이 아동학대범죄 부검 등 심층적인 연구작업을 실시하여 장기적이고 심도 있는 대책 마련을 위해 연구 결과 자료 제출 요구,범죄·치안
384회,이해식,더불어민주당,소방청,소방공무원들의 우울증 및 불안장애 유병률과 관련하여 정신건강 케어 및 심리상담 서비스 제공 현황과 향후 계획에 관한 구체적인 자료 제출 요구,인사·조직
385회,이은주,정의당,정부공직자윤리위원회,재산등록의무가 있는 국가공무원 및 자치단체 4급 이상 공무원 중 3기 신도시와 경기 광명·시흥에서 지난 5년간 토지자산 획득 이력이 있는 공직자 명단을 제출해 달라는 요청,인사·조직
388회,김형동,,국회,9억 원 안지방재정 부담과 12억 원 초과 재산세 규모에 따른 세수 부담 변동 현황 자료를 제출받아 지방재정 부담과 재정 보전 대책 필요성을 검토하기 위해 자료 제출 요구,예산·재정
388회,김형동,,경총,경총 회원사 중 휴게·휴일권이 제대로 보장되지 않는 사업장 수와 규모에 대한 통계 자료를 제출받아 휴게·휴일권 보장 실태를 정확히 파악하기 위해 자료 제출 요구,통계·현황
388회,김형동,,경찰청,이용구 법무부 차관 관련 통화 내역 자료를 제출받아 외압 여부 등 수사 과정의 투명성을 확인하기 위해 자료 제출 요구,범죄·치안
388회,서범수,미래통합당,경찰청,"이용구 전 법무부차관, 서초서장, 과장, 팀장 휴대폰 포렌식 결과를 구체적으로 보고받기 위해 관련 자료 제출 요구",범죄·치안
388회,서범수,미래통합당,경찰청,"이용구 전 법무부차관과 검사, 서초서장, 서초서 형사과장, 서초서 팀장 간 통화 내역이 있는지 확인하고 해당 통화 기록을 발췌하여 제출 요구",범죄·치안
388회,이영,미래한국당,경제계,중소기업에 대한 지속적인 경영 타격의 충격 정도를 파악하기 위해 관련 자료 제출 요구,정책·제도
388회,이영,미래한국당,한국노동조합총연맹(한노총),50인 미만 기업에 근무하는 직원들의 비율을 확인하여 경제영역 내 조합원 구성 현황 파악을 위한 자료 제출 요구,통계·현황
388회,이영,미래한국당,국회,"이용구 전 법무부차관 관련 사건 은폐 의혹과 관련하여 국회가 요구한 보고서의 날짜, 보고체계 개입자 수 등 상이한 내용에 대한 정확한 자료 제출 요구",감사·점검
388회,최춘식,미래통합당,행정안전부,불법 하도급에 대한 전반적인 실태 점검 결과를 빠른 시일 내에 의원실로 보고하기 위해 관련 자료 제출 요구,감사·점검
389회,이명수,,행정안전부,지역사랑상품권 발행의 긍정적·부정적 효과에 대한 검토 결과를 확인하기 위해 관련 검토 자료 제출 요구,정책·제도
389회,이명수,,행정안전부,상반기 행안부 본예산 집행률과 전체 집행률을 확인하기 위해 금년도 행안부 예산 집행률 자료 제출 요구,예산·재정
389회,이명수,,행정안전부,지방공무원과 국가공무원의 올해 신규 채용 인원 현황을 확인하기 위해 지방공무원과 국가공무원 신규 채용 인원 자료 제출 요구,인사·조직
389회,이명수,,행정안전부,지방재정 자립도 및 자주도 감소 추세에 대응하기 위한 재정 확충 대책과 코로나 시기 지방재정 극복 방안을 확인하기 위해 관련 대책 서면 자료 제출 요구,예산·재정
389회,이명수,,행정안전부,작년도 수해 종합 복구율과 금년도 수해 응급복구율 현황을 확인하기 위해 관련 재난안전관리 복구율 자료 제출 요구,재난·안전
389회,이명수,,행정안전부,희망근로 지원사업의 낮은 집행률 원인을 파악하기 위해 금년도 희망근로 지원사업 집행률 및 집행 관련 자료 제출 요구,예산·재정
389회,이명수,,행정안전부,청년일자리사업의 낮은 예산 집행률 원인을 확인하기 위해 청년일자리사업 예산 집행률 및 관련 사유 자료 제출 요구,예산·재정
389회,최춘식,미래통합당,행정안전부,재난지원금 홍보비의 중복 편성 여부를 검증하기 위해 행안부의 재난지원금 홍보비 세부 계획 자료 제출 요구,예산·재정
389회,최춘식,미래통합당,정부(경찰 등 관련 기관),민노총 집회에 대한 평가기준이 어떤 상태에서 이루어졌는지 확인하기 위해 민노총 집회 평가기준 관련 자료 제출 요구,범죄·치안
390회,장지원,,중앙선거관리위원회,지방의회의원 선거구 획정위원회가 시도지사에게 제출하는 시도의회의원 지역선거구 구역표와 시도별 자치구 시 군의회의원 총정수표를 헌법재판소의 인구편차 허용기준 변경에 맞춰 개정하기 위해 관련 자료 제출 요구,정책·제도
390회,장지원,,중앙선거관리위원회,"재외선거에 거소투표 도입 시 우편투표의 문제점 검토를 위해 국가별 우편시스템의 안정성 및 대리투표, 허위신고 문제 관련 자료 제출 요구",정책·제도
390회,장지원,,중앙선거관리위원회,정치자금법 일부개정법률안 심사를 위해 정치자금 수입·지출내역 공개 기간과 방법에 관한 구체적인 자료 제출 요구,정책·제도
390회,장지원,,중앙선거관리위원회,국가선거보전비용 및 지방선거보전비용 미반환금의 징수 현황과 관련하여 미반환금 수납 실적과 지방자치단체에 대한 징수결의 요청 현황 및 법적 권한 검토를 위한 자료 제출 요구,예산·재정
390회,장지원,,소방청,소방헬기 통합 지휘시스템 구축사업 추진과 관련하여 2G 통신서비스 종료에 따른 정보시스템 구축 예산 편성 및 집행 현황 자료 제출 요구,예산·재정
390회,장지원,,소방청,소방공무원의 심신건강 관리를 위한 스트레스 회복력 강화 프로그램의 사업계획 대비 예산집행률과 프로그램 참여율 등 사업 실적 자료 제출 요구,통계·현황
